Approved symbol	Status	Previous symbols	Gene group ID	NCBI Gene ID
PLLPP1	Approved			139061
PLM	Symbol Withdrawn			
PLML	Symbol Withdrawn			
PLN	Approved	PLB	2300	5350
PLOD1	Approved	LLH, PLOD	2023	5351
PLOD2	Approved		2023	5352
PLOD3	Approved		2023	8985
PLOSL	Symbol Withdrawn			
PLP	Symbol Withdrawn			
PLP1	Approved	SPG2, PLP		5354
PLP2	Approved		1626	5355
PLPB1	Symbol Withdrawn			
PLPBP	Approved	PROSC		11212
PLPP1	Approved	PPAP2A	1067|1691	8611
PLPP2	Approved	PPAP2C	1067	8612
PLPP3	Approved	PPAP2B	1067	8613
PLPP4	Approved	PPAPDC1, PPAPDC1A	1067	196051
PLPP5	Approved	PPAPDC1B	1067	84513
PLPP6	Approved	PPAPDC2	1067	403313
PLPP7	Approved	C9orf67, PPAPDC3	1067	84814
PLPPR1	Approved		1127	54886
PLPPR2	Approved		1127	64748
PLPPR3	Approved		1127	79948
PLPPR4	Approved		1127	9890
PLPPR5	Approved		1127	163404
PLPPR5-AS1	Approved		1987	100129620
PLRG1	Approved		1361|1498|362|1510	5356
PLS1	Approved		863	5357
PLS1-AS1	Approved		1987	
PLS1P1	Approved			100129471
PLS3	Approved		863	5358
PLS3-AS1	Approved		1987	101927352
PLSCR1	Approved		954	5359
PLSCR2	Approved		954	57047
PLSCR3	Approved		954	57048
PLSCR4	Approved		954	57088
PLSCR4P1	Approved			100419967
PLSCR5	Approved		954	389158
PLSCR5-AS1	Approved		1987	
PLTP	Approved		456	5360
PLUT	Approved	PDX1-AS1	1992	
PLVAP	Approved			83483
PLXDC1	Approved			57125
PLXDC2	Approved			84898
PLXN1	Symbol Withdrawn			
PLXN2	Symbol Withdrawn			
PLXN4	Symbol Withdrawn			
PLXN5	Symbol Withdrawn			
PLXN6	Symbol Withdrawn			
PLXNA1	Approved	PLXN1	683|1752	5361
PLXNA2	Approved	PLXN2	1752|683	5362
PLXNA3	Approved	PLXN4	683|1752	55558
PLXNA4	Approved	PLXNA4A, PLXNA4B	1752|683	91584
PLXNA4B	Symbol Withdrawn	PLXNA4B		
PLXNB1	Approved	PLXN5	683|1752	5364
PLXNB2	Approved		1752|683	23654
PLXNB3	Approved	PLXN6	683|1752	5365
PLXNB3-AS1	Approved		1987	102723591
PLXNC1	Approved		1752|683|471	10154
PLXND1	Approved		683|1752	23129
PM20D1	Approved		1443	148811
PM20D1-AS1	Approved		1987	284581
PM20D2	Approved	ACY1L2	1443	135293
PMAIP1	Approved		1277	5366
PMCH	Approved		1902	5367
PMCHL1	Approved			5369
PMCHL2	Approved			5370
PMEL	Approved	SIL, SILV		6490
PMEPA1	Approved	TMEPAI		56937
PMF1	Approved		1322	11243
PMF1-BGLAP	Approved			100527963
PMFBP1	Approved			83449
PMIS2	Approved		1600	111216276
PML	Approved		58|59	5371
PMM1	Approved		1045	5372
PMM2	Approved	CDG1	1045	5373
PMM2P1	Approved			390831
PMM2P2	Approved			646065
PMP2	Approved		550	5375
PMP22	Approved	CMT1A	1691	5376
PMPCA	Approved	INPP5E, SCAR2, CLA1	1440	23203
PMPCAP1	Approved			133083
PMPCB	Approved		1440	9512
PMPS	Entry Withdrawn			
PMS1	Approved	PMSL1	1027	5378
PMS2	Approved	PMSL2	1027	5395
PMS2CL	Approved			441194
PMS2L6	Symbol Withdrawn			
PMS2L7	Symbol Withdrawn			
PMS2L8	Symbol Withdrawn	PMS2L8		
PMS2L9	Symbol Withdrawn			
PMS2LP2	Symbol Withdrawn			
PMS2P1	Approved	PMS2L6, PMS2L8, PMS2L7, PMS2L1		5379
PMS2P2	Approved	PMS2L2		5380
PMS2P3	Approved	PMS2L9, PMS2L3		5387
PMS2P4	Approved	PMS2L4		5382
PMS2P5	Approved	PMS2L5		5383
PMS2P6	Approved	PMS2L14		729453
PMS2P7	Approved	PMS2LP2, PMS2L15		100101440
PMS2P8	Approved	PMS2L16		729299
PMS2P9	Approved	PMS2LP1, PMS2L17		100132832
PMS2P10	Approved	PMS2L10		100288713
PMS2P11	Approved	PMS2L11		
PMS2P12	Approved	PMS2L12		392713
PMS2P13	Approved			441259
PMS2P14	Approved			
PMSL1	Symbol Withdrawn			
PMSL2	Symbol Withdrawn			
PMVK	Approved			10654
PNCK	Approved		1630	139728
PND	Symbol Withdrawn			
PNI1	Entry Withdrawn			
PNI2	Entry Withdrawn			
PNIA1	Entry Withdrawn			
PNIA2	Entry Withdrawn			
PNIA3	Entry Withdrawn			
PNIA4	Entry Withdrawn			
PNIA5	Entry Withdrawn			
PNIA6	Entry Withdrawn			
PNISR	Approved	C6orf111, SFRS18		25957
PNISR-AS1	Approved		1987	101927365
PNKD	Approved		1614|1691|645	25953
PNKDP1	Approved			100506715
PNKP	Approved		1045	11284
PNLDC1	Approved		2052	154197
PNLIP	Approved		464	5406
PNLIPP1	Approved			100419068
PNLIPRP1	Approved			5407
PNLIPRP2	Approved		464	5408
PNLIPRP3	Approved		464	119548
PNMA1	Approved		671	9240
PNMA2	Approved		671	10687
PNMA3	Approved		671	29944
PNMA5	Approved		671	114824
PNMA6A	Approved	PNMA6C	671	84968
PNMA6B	Approved	PNMA6D	671	728513
PNMA6C	Symbol Withdrawn			
PNMA6D	Symbol Withdrawn			
PNMA6E	Approved		671	649238
PNMA6F	Approved		671	105373377
PNMA8A	Approved	PNMAL1	671	55228
PNMA8B	Approved	PNMAL2	671	57469
PNMA8C	Approved		671	110806277
PNMT	Approved	PENT	2063	5409
PNMTP1	Entry Withdrawn			
PNN	Approved			5411
PNN-AS1	Approved		1987	
PNO1	Approved	KHRBP1	1729	56902
PNOC	Approved		1902	5368
PNP	Approved	NP		4860
PNPLA1	Approved		466	285848
PNPLA2	Approved		466|464	57104
PNPLA3	Approved	C22orf20, ADPN	464|466	80339
PNPLA4	Approved		466	8228
PNPLA4P1	Approved			100462832
PNPLA5	Approved		466	150379
PNPLA6	Approved		466	10908
PNPLA7	Approved	C9orf111	466	375775
PNPLA8	Approved		466	50640
PNPLA10P	Approved		466	643773
PNPO	Approved		2258	55163
PNPP1	Approved			647275
PNPT1	Approved	DFNB70		87178
PNPT1P1	Approved			100288506
PNPT1P2	Approved			100533721
PNRC1	Approved	PROL2		10957
PNRC1-DT	Approved		1990	
PNRC2	Approved			55629
PNRC2P1	Approved			100131261
PNY1	Entry Withdrawn			
PNY2	Entry Withdrawn			
PNY3	Entry Withdrawn			
PNY4	Entry Withdrawn			
PNY5	Entry Withdrawn			
POC1A	Approved	WDR51A	362	25886
POC1B	Approved	WDR51B	362	282809
POC1B-AS1	Approved		1987	
POC1B-GALNT4	Approved			100528030
POC5	Approved	C5orf37		134359
PODN	Approved		573	127435
PODNL1	Approved			79883
PODXL	Approved			5420
PODXL2	Approved			50512
POF1	Symbol Withdrawn	POF, POF1		
POF1B	Approved			79983
POFUT1	Approved		434|1691	23509
POFUT2	Approved	C21orf80	434	23275
POGK	Approved		1415|533	57645
POGLUT1	Approved	C3orf9, KTELC1	443	56983
POGLUT2	Approved	KDELC1	443	79070
POGLUT2P1	Approved	KDELC1P1		100144494
POGLUT3	Approved	KDELC2	443	143888
POGZ	Approved		1415|533|28	23126
POLA1	Approved	POLA, NSX	535	5422
POLA2	Approved		535	23649
POLB	Approved		535	5423
POLD1	Approved	POLD	535	5424
POLD2	Approved		535	5425
POLD2P1	Approved			391811
POLD3	Approved		535|694	10714
POLD4	Approved		535	57804
POLDIP2	Approved			26073
POLDIP3	Approved		725	84271
POLE	Approved		535	5426
POLE2	Approved		535	5427
POLE3	Approved		1633|535|1058	54107
POLE4	Approved		535	56655
POLE4P1	Approved			
POLG	Approved		535|1691	5428
POLG-DT	Approved		1990	
POLG2	Approved		535	11232
POLGARF	Approved			125316803
POLH	Approved		535|1125	5429
POLH-AS1	Approved		1987	
POLHP1	Approved			
POLI	Approved	RAD3OB, RAD30B	535	11201
POLK	Approved	DINB1	535	51426
POLL	Approved		535	27343
POLM	Approved		535|1691	27434
POLN	Approved		535	353497
POLQ	Approved		535	10721
POLR1A	Approved		726	25885
POLR1B	Approved		726	84172
POLR1C	Approved		726	9533
POLR1D	Approved		726	51082
POLR1E	Approved	PRAF1	726	64425
POLR1F	Approved	TWISTNB	1691|726	221830
POLR1G	Approved	CD3EAP	726	10849
POLR1H	Approved	ZNRD1	726	30834
POLR1HASP	Approved	C6orf12, NCRNA00171, ZNRD1AS, ZNRD1-AS, ZNRD1-AS1, HCG8, ZNRD1ASP		80862
POLR2A	Approved	POLR2	726	5430
POLR2B	Approved		726	5431
POLR2C	Approved		726	5432
POLR2CP1	Approved	POLR2CP		54038
POLR2D	Approved		726	5433
POLR2DP1	Approved			442042
POLR2DP2	Approved			
POLR2E	Approved		726	5434
POLR2F	Approved		726|1691	5435
POLR2G	Approved		726	5436
POLR2H	Approved		726	5437
POLR2I	Approved		726	5438
POLR2J	Approved		726	5439
POLR2J2	Approved		726	246721
POLR2J3	Approved		726	548644
POLR2J4	Approved			84820
POLR2K	Approved		726	5440
POLR2KP1	Approved			
POLR2KP2	Approved			
POLR2L	Approved		726	5441
POLR2LP1	Approved	POLR2LP		493825
POLR2M	Approved	GRINL1A	726	81488
POLR2MP1	Approved	GRINL1B, GCOM2		339970
POLR3A	Approved		726	11128
POLR3B	Approved		726	55703
POLR3C	Approved		726	10623
POLR3D	Approved	BN51T	726	661
POLR3DP1	Approved			100422384
POLR3E	Approved		726	55718
POLR3F	Approved		1691|726	10621
POLR3G	Approved		726	10622
POLR3GL	Approved		726	84265
POLR3GP1	Approved			100422395
POLR3GP2	Approved			100422391
POLR3H	Approved		726	171568
POLR3K	Approved		726	51728
POLR3KP1	Approved			100289667
POLR3KP2	Approved			390811
POLRMT	Approved		1823|2289	5442
POLRMTP1	Approved	POLRMTL		284167
POM121	Approved		1051	9883
POM121B	Approved			100288540
POM121C	Approved			100101267
POM121L1P	Approved	POM121L1		25812
POM121L2	Approved			94026
POM121L3P	Approved	POM121L3		651452
POM121L4P	Approved			
POM121L6P	Approved			729392
POM121L7P	Approved	POM121L7		728418
POM121L8P	Approved			29797
POM121L9P	Approved			29774
POM121L10P	Approved			646074
POM121L11P	Approved			100129643
POM121L12	Approved			285877
POM121L13P	Approved			
POM121L14P	Approved			727805
POM121L15P	Approved			102725072
POMC	Approved		1902	5443
POMGNT1	Approved	MEB	446	55624
POMGNT2	Approved	C3orf39, GTDC2	446	84892
POMK	Approved			84197
POMP	Approved	C13orf12		51371
POMPP1	Approved			101060113
POMT1	Approved		430	10585
POMT2	Approved		430	29954
POMZP3	Approved			22932
PON1	Approved	PON	463	5444
PON2	Approved		463	5445
PON3	Approved		463	5446
POP1	Approved			10940
POP2	Symbol Withdrawn			
POP4	Approved			10775
POP5	Approved			51367
POP7	Approved			10248
POPDC2	Approved			64091
POPDC3	Approved			64208
POR	Approved		1691|2258|1835	5447
PORC	Symbol Withdrawn			
PORCN	Approved	DHOF	1036	64840
PORCN-DT	Approved		1990	101927635
POSTN	Approved		1250	10631
POT1	Approved		1334	25913
POT1-AS1	Approved		1987	401398
POTEA	Approved	A26A1	685	340441
POTEB	Approved	A26B1	685	100996331
POTEB2	Approved		685	100287399
POTEB3	Approved		685	102724631
POTEC	Approved	A26B2	685	388468
POTED	Approved	ANKRD21, A26B3	685	317754
POTEE	Approved	A26C1A	685	445582
POTEF	Approved	A26C1B	685	728378
POTEF-AS1	Approved		1987	105373617
POTEG	Approved	A26C2	685	404785
POTEH	Approved	ACTBL1, A26C3	685	23784
POTEH-AS1	Approved		1987	
POTEI	Approved		685	653269
POTEJ	Approved		685	653781
POTEKP	Approved	ACTBL3, POTEK	685	440915
POTEM	Approved		685	641455
POU1F1	Approved	PIT1	523	5449
POU2AF1	Approved			5450
POU2AF2	Approved	C11orf53		341032
POU2AF3	Approved	C11orf93, COLCA2		120376
POU2F1	Approved	OTF1	523	5451
POU2F1-DT	Approved		1990	
POU2F2	Approved	OTF2	523|1691	5452
POU2F2-AS2	Approved		1987	
POU2F3	Approved		523	25833
POU3F1	Approved	OTF6	523	5453
POU3F2	Approved	OTF7	523	5454
POU3F3	Approved		523	5455
POU3F4	Approved	DFN3	523	5456
POU4F1	Approved	BRN3A	523	5457
POU4F2	Approved	BRN3B	523	5458
POU4F3	Approved	DFNA15, DFNA52, DFNA42	523	5459
POU5F1	Approved	OTF3	523	5460
POU5F1B	Approved	OTF3P1, POU5F1P1	523	5462
POU5F1P2	Approved		523	100129512
POU5F1P3	Approved	OTF3L, POU5F1L	523	642559
POU5F1P4	Approved		523	645682
POU5F1P5	Approved		523	100009667
POU5F1P6	Approved		523	100009668
POU5F1P7	Approved		523	100009669
POU5F1P8	Entry Withdrawn			
POU5F2	Approved		523	134187
POU6F1	Approved		523	5463
POU6F2	Approved		523	11281
POU6F2-AS1	Approved		1987	
POU6F2-AS2	Approved		1987	
PP1P	Approved			151842
PP2D1	Approved	C3orf48		151649
PPA1	Approved	PP		5464
PPA2	Approved			27068
PPAN	Approved		1835	56342
PPAN-P2RY11	Approved			692312
PPAR	Symbol Withdrawn			
PPARA	Approved	PPAR	2071	5465
PPARAL	Entry Withdrawn			
PPARD	Approved		2071	5467
PPARG	Approved		2071	5468
PPARGC1A	Approved	PPARGC1	725	10891
PPARGC1B	Approved		725|1691	133522
PPAT	Approved		1569	5471
PPATP1	Approved			100289640
PPATP2	Approved			100421601
PPBP	Approved	THBGB1	542	5473
PPBPP1	Approved	PPBPL1		728045
PPBPP2	Approved	PPBPL2		10895
PPCD	Symbol Withdrawn			
PPCD3	Symbol Withdrawn			
PPCDC	Approved		2258	60490
PPCS	Approved			79717
PPD	Symbol Withdrawn			
PPDPF	Approved	C20orf149		79144
PPDPFL	Approved	C8orf22		492307
PPDPFP1	Approved			
PPDPFP2	Approved			
PPEF1	Approved	PPEF	693|863	5475
PPEF1-AS1	Approved		1987	
PPEF2	Approved		863|693	5470
PPFIA1	Approved		1691|760	8500
PPFIA1P1	Approved			100422710
PPFIA2	Approved		760	8499
PPFIA2-AS1	Approved		1987	102724663
PPFIA3	Approved		760	8541
PPFIA4	Approved		760	8497
PPFIBP1	Approved		760	8496
PPFIBP2	Approved		760	8495
PPH1	Symbol Withdrawn	PPH1		
PPH2	Entry Withdrawn			
PPHLN1	Approved			51535
PPIA	Approved		909	5478
PPIAL2	Symbol Withdrawn			
PPIAL4A	Approved	PPIAL4, PPIAL4B		653505
PPIAL4B	Symbol Withdrawn			
PPIAL4C	Approved			653598
PPIAL4D	Approved			645142
PPIAL4E	Approved			730262
PPIAL4F	Approved			728945
PPIAL4G	Approved			644591
PPIAL4H	Approved			105371242
PPIAP1	Approved	PPIAP		100288185
PPIAP2	Approved			170537
PPIAP3	Approved			170539
PPIAP4	Approved			122552
PPIAP5	Approved			122842
PPIAP6	Approved			319128
PPIAP7	Approved	PPIP7		5489
PPIAP8	Approved	PPIP8		341457
PPIAP9	Approved	PPIP9		5491
PPIAP10	Approved	PPIAL2, PPIP10		140913
PPIAP11	Approved	PPIP1		5483
PPIAP12	Entry Withdrawn	PPIP2		
PPIAP13	Approved	PPIP3		5485
PPIAP14	Approved	PPIP4		5486
PPIAP15	Approved	PPIP5		5487
PPIAP16	Approved	PPIP6		5488
PPIAP17	Approved	PPIP11		170540
PPIAP18	Approved			729673
PPIAP19	Approved			390006
PPIAP20	Approved			100500737
PPIAP21	Approved	PPIAL		170536
PPIAP22	Approved	PPIAL3		653214
PPIAP23	Approved			390419
PPIAP24	Approved			122335
PPIAP25	Approved			647085
PPIAP26	Approved			121981
PPIAP27	Approved			100874405
PPIAP28	Approved			390378
PPIAP29	Approved			134997
PPIAP30	Approved			100192204
PPIAP31	Approved			439953
PPIAP32	Approved			101927399
PPIAP33	Approved			392285
PPIAP34	Approved			101060363
PPIAP35	Approved			128192
PPIAP36	Approved			111082961
PPIAP37	Approved			111082976
PPIAP38	Approved			
PPIAP39	Approved			111082963
PPIAP40	Approved			107984349
PPIAP41	Approved			111082977
PPIAP42	Approved			100507231
PPIAP43	Approved			440063
PPIAP44	Approved			111082964
PPIAP45	Approved			100506099
PPIAP46	Approved			729739
PPIAP47	Approved			391532
PPIAP48	Approved			111082978
PPIAP49	Approved			111082973
PPIAP50	Approved			
PPIAP51	Approved			729313
PPIAP52	Approved			111082965
PPIAP53	Approved			649873
PPIAP54	Approved			390791
PPIAP55	Approved			342541
PPIAP56	Approved			101927689
PPIAP57	Approved			
PPIAP58	Approved			126170
PPIAP59	Approved			390956
PPIAP60	Approved			107985791
PPIAP61	Approved			112268435
PPIAP62	Approved			101928610
PPIAP63	Approved			111082966
PPIAP64	Approved			100287361
PPIAP65	Approved			111082980
PPIAP66	Approved			643997
PPIAP67	Approved			111082981
PPIAP68	Approved			111082967
PPIAP69	Approved			111082982
PPIAP70	Approved			100506946
PPIAP71	Approved			107986014
PPIAP72	Approved			256374
PPIAP73	Approved			391587
PPIAP74	Approved			131055
PPIAP75	Approved			
PPIAP76	Approved			
PPIAP77	Approved			402213
PPIAP78	Approved			202227
PPIAP79	Approved			100289244
PPIAP80	Approved			402644
PPIAP81	Approved			107986732
PPIAP82	Approved			442713
PPIAP83	Approved			111082969
PPIAP84	Approved			
PPIAP85	Approved			
PPIAP86	Approved			
PPIAP87	Approved			392352
PPIAP88	Approved			
PPIAP89	Approved			442460
PPIAP90	Approved			
PPIAP91	Approved			
PPIAP93	Approved			
PPIB	Approved		909	5479
PPIC	Approved		909	5480
PPIC-AS1	Approved		1987	107986447
PPID	Approved		909|769	5481
PPIE	Approved		1507|1508|1510|1516|909|725	10450
PPIEL	Approved			728448
PPIF	Approved		909	10105
PPIG	Approved		1510|1516|909	9360
PPIGP1	Approved			100131033
PPIH	Approved		909|1502	10465
PPIHP1	Approved			246731
PPIHP2	Approved			404199
PPIL1	Approved		909|1507|1508|1510|1516	51645
PPIL1P1	Approved			150947
PPIL2	Approved		1508|365|909	23759
PPIL3	Approved		909|1510|1516	53938
PPIL4	Approved		725|909	85313
PPIL6	Approved		909	285755
PPIP5K1	Approved	HISPPD2A		9677
PPIP5K1P1	Approved	HISPPD2B		554224
PPIP5K2	Approved	HISPPD1, DFNB100	1491	23262
PPL	Approved		939	5493
PPLA2	Symbol Withdrawn			
PPM1A	Approved		701	5494
PPM1AP1	Approved			137012
PPM1B	Approved		701	5495
PPM1B-DT	Approved		1990	102723904
PPM1D	Approved		701	8493
PPM1E	Approved		701	22843
PPM1F	Approved		701	9647
PPM1F-AS1	Approved		1987	100286925
PPM1G	Approved		701	5496
PPM1H	Approved	ARHCL1	701	57460
PPM1J	Approved		701	333926
PPM1J-DT	Approved		1990	105378910
PPM1K	Approved		701	152926
PPM1K-DT	Approved		1990	105369192
PPM1L	Approved		701	151742
PPM1L-DT	Approved		1990	
PPM1M	Approved		701	132160
PPM1N	Approved		701	147699
PPME1	Approved		1265|4	51400
PPOX	Approved	VP	2258	5498
PPP1CA	Approved	PPP1A	693	5499
PPP1CB	Approved		693	5500
PPP1CB-DT	Approved		1990	112267877
PPP1CC	Approved		693	5501
PPP1R1A	Approved		694	5502
PPP1R1AP1	Approved			94304
PPP1R1AP2	Approved			100129627
PPP1R1B	Approved		694	84152
PPP1R1C	Approved		694	151242
PPP1R2	Approved		694	5504
PPP1R2B	Approved	PPP1R2P3		153743
PPP1R2C	Approved	PPP1R2P9		80316
PPP1R2P1	Approved	PPP1R2P		100507444
PPP1R2P2	Approved			54036
PPP1R2P4	Approved			728970
PPP1R2P5	Approved			649489
PPP1R2P6	Approved			100130972
PPP1R2P7	Entry Withdrawn			
PPP1R2P8	Approved			94310
PPP1R2P10	Approved			100128626
PPP1R3	Symbol Withdrawn			
PPP1R3A	Approved	PPP1R3	694	5506
PPP1R3B	Approved		694	79660
PPP1R3B-DT	Approved		1990	102724880
PPP1R3C	Approved	PPP1R5	694	5507
PPP1R3D	Approved	PPP1R6	694	5509
PPP1R3E	Approved		694	90673
PPP1R3F	Approved		694	89801
PPP1R3G	Approved		694	648791
PPP1R7	Approved		694	5510
PPP1R8	Approved		694|1687|1835	5511
PPP1R8P1	Approved	PPP1R8P		5512
PPP1R9A	Approved		1220|694|760	55607
PPP1R9A-AS1	Approved		1987	105375405
PPP1R9B	Approved	PPP1R6, PPP1R9	1220|694	84687
PPP1R10	Approved		694	5514
PPP1R10P1	Approved	PPP1R10P		100422381
PPP1R11	Approved	TCTE5	694|1491	6992
PPP1R11P1	Approved			94297
PPP1R11P2	Approved			94298
PPP1R12A	Approved	MYPT1	1180|403|694	4659
PPP1R12A-AS1	Approved		1987	105369865
PPP1R12A-AS2	Approved		1987	105369864
PPP1R12B	Approved	MYPT2	694|403|1180	4660
PPP1R12BP1	Approved	PPP1R12BP		360021
PPP1R12BP2	Approved			360020
PPP1R12C	Approved	LENG3	694|403|1180	54776
PPP1R12CP	Entry Withdrawn			
PPP1R13B	Approved		403|694	23368
PPP1R13B-DT	Approved	LINC00637	1990	145216
PPP1R13L	Approved		403	10848
PPP1R14A	Approved	PPP1INL	694	94274
PPP1R14B	Approved	PLCB3N	694	26472
PPP1R14B-AS1	Approved		1987	105369340
PPP1R14BP1	Approved	PLCB3NP		50516
PPP1R14BP2	Approved			729406
PPP1R14BP3	Approved			100507617
PPP1R14BP4	Approved			94302
PPP1R14BP5	Approved			442256
PPP1R14C	Approved		694	81706
PPP1R14D	Approved		694	54866
PPP1R15A	Approved		694	23645
PPP1R15B	Approved		694	84919
PPP1R15B-AS1	Approved		1987	
PPP1R16A	Approved		694|1180|403	84988
PPP1R16B	Approved		694|403|1180	26051
PPP1R17	Approved	C7orf16	694	10842
PPP1R18	Approved	KIAA1949	694	170954
PPP1R21	Approved	CCDC128, KLRAQ1	694|2246	129285
PPP1R21-DT	Approved		1990	
PPP1R26	Approved	KIAA0649	694	9858
PPP1R26-AS1	Approved		1987	100506599
PPP1R26P1	Approved	KIAA0649P1		100418740
PPP1R26P2	Approved	KIAA0649P2		100133064
PPP1R26P3	Approved	KIAA0649P3		100132173
PPP1R26P4	Approved	KIAA0649P4		100132295
PPP1R26P5	Approved	KIAA0649P5		100133040
PPP1R27	Approved	DYSFIP1	694|403	116729
PPP1R35	Approved	C7orf47	694	221908
PPP1R35-AS1	Approved		1987	101927632
PPP1R36	Approved	C14orf50	694	145376
PPP1R37	Approved	LRRC68	694	284352
PPP1R42	Approved	LRRC67	694	286187
PPP2CA	Approved		693|1371	5515
PPP2CA-DT	Approved		1990	
PPP2CB	Approved		1371|693	5516
PPP2CBP1	Approved	PPP2CBP		5517
PPP2R1A	Approved		1266|1371|1691|1492	5518
PPP2R1B	Approved		1492|1371|1266	5519
PPP2R2A	Approved		696|362	5520
PPP2R2B	Approved	SCA12	362|696	5521
PPP2R2B-IT1	Approved		1989	
PPP2R2C	Approved		696|362	5522
PPP2R2D	Approved		696|362	55844
PPP2R2DP1	Approved			100327036
PPP2R3A	Approved	PPP2R3	863|696	5523
PPP2R3B	Approved	PPP2R3L	696|715|863	28227
PPP2R3C	Approved	C14orf10	696	55012
PPP2R5A	Approved		1835|1492|696	5525
PPP2R5B	Approved		696|1492	5526
PPP2R5C	Approved		1492|696	5527
PPP2R5CP	Approved			140921
PPP2R5D	Approved		696|1492	5528
PPP2R5E	Approved		1492|696	5529
PPP3CA	Approved	CALN, CALNA	693|1691	5530
PPP3CB	Approved	CALNB	693	5532
PPP3CB-AS1	Approved		1987	101929145
PPP3CC	Approved		693	5533
PPP3R1	Approved		697|863	5534
PPP3R2	Approved		863|697	5535
PPP4C	Approved		693	5531
PPP4R1	Approved		698|1492	9989
PPP4R1-AS1	Approved		1987	101927323
PPP4R1L	Approved	C20orf192	1492	55370
PPP4R2	Approved		698	151987
PPP4R2P1	Approved			100421419
PPP4R2P2	Approved			124900550
PPP4R2P3	Approved			124900549
PPP4R2P4	Approved			100131868
PPP4R2P5	Approved			124901187
PPP4R2P6	Approved			
PPP4R3A	Approved	KIAA2010, SMEK1	1492	55671
PPP4R3B	Approved	SMEK2	1492	57223
PPP4R3B-DT	Approved		1990	107985885
PPP4R3C	Approved	SMEK3P, PPP4R3CP	1492	139420
PPP4R4	Approved	KIAA1622	1491|698|1492	57718
PPP5	Symbol Withdrawn			
PPP5C	Approved	PPP5	769|693	5536
PPP5D1P	Approved	PPP5D1		100506012
PPP6C	Approved		693	5537
PPP6CP	Approved			100144631
PPP6R1	Approved	KIAA1115, SAPS1	699|1691	22870
PPP6R2	Approved	KIAA0685, SAPS2	1492|699	9701
PPP6R2P1	Approved			
PPP6R3	Approved	C11orf23, SAPS3	1492|699	55291
PPRC1	Approved		725	23082
PPT	Symbol Withdrawn			
PPT1	Approved	PPT	1749	5538
PPT2	Approved			9374
PPT2-EGFL8	Approved			100532746
PPTC7	Approved		701	160760
PPWD1	Approved		1510|1516|909|362	23398
PPY	Approved		1902	5539
PPY2P	Approved	PPY2		23614
PQBP1	Approved	RENS1, MRXS8, SHS, MRX55, MRX2, MRXS3	1507	10084
PQBP2	Symbol Withdrawn	PQBP2		
PQBP3	Symbol Withdrawn	PQBP3		
PQBP4	Entry Withdrawn			
PQBP5	Symbol Withdrawn	PQBP5		
PR@	Entry Withdrawn			
PRAC1	Approved	C17orf92, PRAC		84366
PRAC2	Approved	C17orf93, NCRNA00253, HOXB13-AS1, HOXB-AS5		360205
PRADC1	Approved	C2orf7		84279
PRADC1P1	Approved			645571
PRADX	Approved		1992	
PRAF2	Approved		1144	11230
PRAG1	Approved			157285
PRAL	Approved		1992	
PRAM1	Approved			84106
PRAME	Approved	MAPE	686	23532
PRAMEF1	Approved		686	65121
PRAMEF2	Approved		686	65122
PRAMEF3	Entry Withdrawn			
PRAMEF4	Approved		686	400735
PRAMEF5	Approved	PRAMEF23	686	343068
PRAMEF6	Approved		686	440561
PRAMEF7	Approved		686	441871
PRAMEF8	Approved		686	391002
PRAMEF9	Approved		686	343070
PRAMEF10	Approved		686	343071
PRAMEF11	Approved		686	440560
PRAMEF12	Approved		686	390999
PRAMEF13	Approved		686	400736
PRAMEF14	Approved		686	729528
PRAMEF15	Approved		686	653619
PRAMEF16	Entry Withdrawn			
PRAMEF17	Approved		686	391004
PRAMEF18	Approved		686	391003
PRAMEF19	Approved		686	645414
PRAMEF20	Approved	PRAMEF21	686	645425
PRAMEF21	Symbol Withdrawn			
PRAMEF22	Approved		686	653606
PRAMEF23	Symbol Withdrawn			
PRAMEF25	Approved		686	441873
PRAMEF26	Approved		686	645359
PRAMEF27	Approved		686	101929983
PRAMEF28P	Approved	PRAMEF28		102724742
PRAMEF29P	Approved			729356
PRAMEF30P	Approved			441870
PRAMEF31P	Approved			100129611
PRAMEF32P	Approved			650236
PRAMEF33	Approved	PRAMEF33P		645382
PRAMEF34P	Approved			649324
PRAMEF35P	Approved			100419649
PRAMEF36P	Approved			645354
PRAMENP	Approved	PRAMEL, PRAMEF24P	686	649179
PRANCR	Approved	LINC01481, CNOT2-DT	1992	101928062
PRAP1	Approved			118471
PRB1	Approved		972	5542
PRB2	Approved		972	653247
PRB3	Approved		972	5544
PRB4	Approved		972	5545
PRC1	Approved			9055
PRC1-AS1	Approved		1987	100507118
PRCA1	Symbol Withdrawn	PRCA1		
PRCC	Approved		1508	5546
PRCD	Approved			768206
PRCP	Approved		1321|870	5547
PRCPP1	Approved			100421289
PRD	Entry Withdrawn			
PRDM1	Approved	BLIMP1	28|1197	639
PRDM2	Approved		1197|487|28	7799
PRDM4	Approved		28|1197	11108
PRDM4-AS1	Approved		1987	101929162
PRDM5	Approved		1197|28	11107
PRDM6	Approved		28|1197|487	93166
PRDM6-AS1	Approved		1987	105379152
PRDM7	Approved		28|1197	11105
PRDM8	Approved		1197|487|28	56978
PRDM8-AS1	Approved		1987	105377303
PRDM9	Approved	MSBP3	28|1197|487	56979
