Approved symbol	Status	Previous symbols	Gene group ID	NCBI Gene ID
VSIG1	Approved		1414|590	340547
VSIG2	Approved		593|1414|590	23584
VSIG4	Approved		590|1639	11326
VSIG6	Symbol Withdrawn			
VSIG7	Symbol Withdrawn			
VSIG8	Approved		1414|590	391123
VSIG10	Approved		590|593	54621
VSIG10L	Approved		594	147645
VSIG10L-AS1	Approved		1987	
VSIG10L2	Approved			338667
VSIR	Approved	C10orf54	590|1824	64115
VSNL1	Approved		863	7447
VSTM1	Approved		594	284415
VSTM2A	Approved	VSTM2	590	222008
VSTM2A-OT1	Approved		1988	285878
VSTM2B	Approved		590	342865
VSTM2B-DT	Approved		1990	284395
VSTM2L	Approved	C20orf102	590	128434
VSTM4	Approved	C10orf72	590	196740
VSTM5	Approved	C11orf90	590	387804
VSX1	Approved	PPCD	521	30813
VSX2	Approved	HOX10, CHX10	521	338917
VTA1	Approved	C6orf55	1120	51534
VTA1P1	Approved			
VTA1P2	Approved			100128412
VTCN1	Approved		590|1824	79679
VTCN1P1	Approved			391239
VTI1A	Approved		1124|1691	143187
VTI1B	Approved		1124	10490
VTI1BP1	Approved			391559
VTI1BP2	Approved			389246
VTI1BP3	Approved			100127976
VTI1BP4	Approved			100422540
VTLO1	Symbol Withdrawn			
VTN	Approved		542|1639	7448
VTNR	Symbol Withdrawn			
VTRNA1-1	Approved	VAULTRC1	852	56664
VTRNA1-2	Approved	VAULTRC2	852	56663
VTRNA1-3	Approved	VAULTRC3	852	56662
VTRNA2-1	Approved	MIR886, MIRN886, VTRNA2	852	100126299
VTRNA2-2P	Approved		852	106479538
VTRNA3-1P	Approved	VAULTRC4, VTRNA3P	852	100144435
VWA1	Approved		555	64856
VWA2	Approved			340706
VWA3A	Approved			146177
VWA3B	Approved			200403
VWA5A	Approved	LOH11CR2A		4013
VWA5B1	Approved			127731
VWA5B2	Approved		1691	90113
VWA7	Approved	C6orf27		80737
VWA8	Approved	KIAA0564	1691	23078
VWA8-AS1	Approved		1987	100507240
VWA8P1	Approved			
VWC2	Approved		1661	375567
VWC2L	Approved		1661	402117
VWC2L-IT1	Approved		1989	
VWCE	Approved		1660	220001
VWDE	Approved			221806
VWF	Approved	F8VWF	542	7450
VWFP1	Approved	F8VWFP, F8VWFL, VWFP		7451
VWS	Symbol Withdrawn	LPS		
VXN	Approved	C8orf46		254778
WAC	Approved			51322
WAC-AS1	Approved		1987	220906
WAKMAR1	Approved		1992	105372576
WAKMAR2	Approved		1992	100130476
WAPL	Approved	KIAA0261, WAPAL	1492	23063
WAPL-DT	Approved		1990	
WARBM1	Symbol Withdrawn			
WARS1	Approved	IFI53, WARS	131	7453
WARS1P1	Approved	WARSP1		341112
WARS2	Approved		131	10352
WARS2-AS1	Approved		1987	101929147
WARS2-IT1	Approved		1989	
WARS2P1	Approved			100421633
WAS	Approved	IMD2, THC	14	7454
WASF1	Approved		14|396|1793	8936
WASF1P1	Approved			100131624
WASF2	Approved		14	10163
WASF3	Approved		14	10810
WASF3-AS1	Approved		1987	
WASF4P	Approved	WASF4	14	644739
WASF5P	Approved		14	387122
WASH2P	Approved	FAM39B	14	375260
WASH3P	Approved	FAM39DP	14	374666
WASH4P	Approved	FAM39CP	14	374677
WASH5P	Approved		14	375690
WASH6P	Approved	FAM39A, CXYorf1	14|716	653440
WASH7P	Approved		14	653635
WASH8P	Approved			100288778
WASH9P	Approved			100996442
WASHC1	Approved	FAM39E, WASH1	1484|1331|14	100287171
WASHC2A	Approved	FAM21B, FAM21A	1331	387680
WASHC2C	Approved	FAM21C	1331	253725
WASHC2D	Entry Withdrawn	FAM21D		
WASHC3	Approved	CCDC53	1331	51019
WASHC3P1	Approved			100131069
WASHC4	Approved	KIAA1033	1331	23325
WASHC5	Approved	SPG8, KIAA0196	1331	9897
WASHC5-AS1	Approved	KIAA0196-AS1	1987	
WASIR1	Approved	NCRNA00286B	1992|716	100128260
WASIR2	Approved	NCRNA00286A	1992	100132169
WASL	Approved		14	8976
WASL-DT	Approved		1990	
WBP1	Approved		1564	23559
WBP1L	Approved	C10orf26	1564	54838
WBP1LP1	Approved			
WBP1LP2	Approved			100506330
WBP1LP3	Approved			
WBP1LP4	Approved			106480779
WBP1LP5	Approved			106480780
WBP1LP6	Approved			106481797
WBP1LP7	Approved			106479030
WBP1LP8	Approved			106480325
WBP1LP9	Approved			107403079
WBP1LP10	Approved			106480326
WBP1LP11	Approved			106481969
WBP1LP12	Approved			106480327
WBP1P1	Approved			100420109
WBP1P2	Approved			729859
WBP2	Approved		1146	23558
WBP2NL	Approved		1146	164684
WBP2P1	Approved			147468
WBP4	Approved		1507|84	11193
WBP11	Approved		1507|694|1491	51729
WBP11P1	Approved			441818
WBP11P2	Approved			100130102
WBP11P3	Approved			727874
WBS2	Entry Withdrawn	WBS		
WBSCR2	Approved			7459
WBSCR3	Symbol Withdrawn	WBSCR3		
WBSCR4	Symbol Withdrawn			
WBSCR6	Symbol Withdrawn			
WBSCR7	Symbol Withdrawn			
WBSCR9	Symbol Withdrawn			
WBSCR10	Symbol Withdrawn			
WBSCR11	Symbol Withdrawn			
WBSCR15	Symbol Withdrawn			
WBSCR23	Entry Withdrawn			
WD	Symbol Withdrawn			
WDCP	Approved	C2orf44	1344	80304
WDFY1	Approved		362|81	57590
WDFY2	Approved		362|81	115825
WDFY2-AS1	Entry Withdrawn			
WDFY3	Approved		362|81|1492|1230	23001
WDFY3-AS1	Approved		1987	
WDFY3-AS2	Approved	C4orf12, NCRNA00247	1987	404201
WDFY4	Approved	C10orf64	1492|1230|362	57705
WDHD1	Approved		362	11169
WDPCP	Approved	C2orf86	1610	51057
WDR1	Approved		362|1691	9948
WDR3	Approved		362|1225	10885
WDR4	Approved		362	10785
WDR4P1	Approved			100130607
WDR4P2	Approved			391383
WDR5	Approved		362|1558|1058|1491|1482	11091
WDR5-DT	Approved		1990	
WDR5B	Approved		362	54554
WDR5B-DT	Approved		1990	102723582
WDR6	Approved		362	11180
WDR7	Approved		1492|362	23335
WDR7-OT1	Approved	WDR7-UA1, WDR7-UT1	1988	
WDR11	Approved	BRWD2	362	55717
WDR11-DT	Approved	WDR11-AS1	1990	283089
WDR12	Approved		1732|362	55759
WDR13	Approved		362	64743
WDR17	Approved		362	116966
WDR18	Approved		362|1301	57418
WDR19	Approved		362|1978	57728
WDR20	Approved		362	91833
WDR24	Approved	C16orf21	1395|362	84219
WDR25	Approved	C14orf67	362	79446
WDR26	Approved		1691|362	80232
WDR27	Approved		362	253769
WDR31	Approved		362	114987
WDR33	Approved		1450|362	55339
WDR35	Approved		1978|362	57539
WDR35-DT	Approved		1990	101928222
WDR36	Approved	GLC1G	362|1225	134430
WDR37	Approved		362	22884
WDR38	Approved		362	401551
WDR41	Approved		362|1695	55255
WDR43	Approved		1835|1483|362	23160
WDR44	Approved		362|1691	54521
WDR45	Approved	WDRX1	362|1568	11152
WDR45B	Approved	WDR45L	362|1568	56270
WDR45BP1	Approved	WDR45LP1		646086
WDR45P1	Approved			594841
WDR46	Approved	C6orf11	362|1691|1484	9277
WDR47	Approved		362	22911
WDR48	Approved		362	57599
WDR49	Approved		362	151790
WDR53	Approved		362	348793
WDR53P1	Approved			
WDR54	Approved		362	84058
WDR55	Approved		362	54853
WDR59	Approved		362|1395	79726
WDR62	Approved	C19orf14, MCPH2	362	284403
WDR64	Approved		362	128025
WDR70	Approved		362	55100
WDR70P1	Approved			124906251
WDR72	Approved		362	256764
WDR73	Approved		362	84942
WDR74	Approved		362	54663
WDR75	Approved		362|1483	84128
WDR76	Approved		362	79968
WDR77	Approved		362	79084
WDR77P1	Approved			100128050
WDR81	Approved		694|362|1492|1230	124997
WDR82	Approved	TMEM113	362|1691	80335
WDR82P1	Approved	WDR82		728505
WDR82P2	Approved			441891
WDR83	Approved		1510|1516|362	84292
WDR83OS	Approved	C19orf56		51398
WDR86	Approved		362	349136
WDR86-AS1	Approved		1987	100131176
WDR87	Approved		362|1492	83889
WDR87BP	Approved			100631378
WDR88	Approved	PQWD	362	126248
WDR89	Approved	C14orf150	362	112840
WDR90	Approved	C16orf17, C16orf15, C16orf16, C16orf19, C16orf18	362	197335
WDR91	Approved		1691|362	29062
WDR93	Approved		1491|362	56964
WDR95P	Approved		362	
WDR97	Approved	KIAA1875	362	340390
WDSUB1	Approved	WDSAM1	760|365|362	151525
WDTC1	Approved		769|498|362	23038
WDTC1-DT	Approved		1990	105376890
WEE1	Approved			7465
WEE1P1	Approved			100129037
WEE1P2	Approved			100129683
WEE2	Approved			494551
WEE2-AS1	Approved		1987	285962
WEE2P1	Approved			100420018
WFDC1	Approved		361	58189
WFDC2	Approved		361	10406
WFDC3	Approved		361	140686
WFDC5	Approved		361	149708
WFDC6	Approved	C20orf171	361	140870
WFDC8	Approved	C20orf170	361	90199
WFDC9	Approved		361	259240
WFDC10A	Approved	C20orf146	361	140832
WFDC10B	Approved		361	280664
WFDC11	Approved		361	259239
WFDC12	Approved	C20orf122	361	128488
WFDC13	Approved	C20orf138	361	164237
WFDC21P	Approved			645638
WFIKKN1	Approved	C16orf12	593|361	117166
WFIKKN2	Approved		361|593	124857
WFS1	Approved	DFNA6, DFNA14, DFNA38		7466
WFS2	Symbol Withdrawn			
WHAMM	Approved	WHDC1	14	123720
WHAMMP1	Approved	WHDC1P1		100288615
WHAMMP2	Approved	WHDC1L2, WHAMML2		440253
WHAMMP3	Approved	WHDC1L1, WHAMML1		339005
WHAMMP4	Approved			100288203
WHCR	Entry Withdrawn			
WHRN	Approved	DFNB31	1244|1220	25861
WHSC1L1P	Symbol Withdrawn			
WHSC1L2P	Approved	WHSC1L1P		100128016
WIF1	Approved		542	11197
WIPF1	Approved	WASPIP		7456
WIPF2	Approved			147179
WIPF3	Approved			644150
WIPI1	Approved		362|1568|1022	55062
WIPI2	Approved		1022|362|1568	26100
WISP1-OT1	Symbol Withdrawn	WISP1-UT1		
WIZ	Approved		28	58525
WIZP1	Approved			645598
WLS	Approved	C1orf139, GPR177	1691	79971
WMS	Symbol Withdrawn			
WND	Symbol Withdrawn			
WNK1	Approved	PRKWNK1, HSN2	694|1899|870	65125
WNK2	Approved	SDCCAG43, PRKWNK2	1899	65268
WNK3	Approved	PRKWNK3	1899	65267
WNK4	Approved	PRKWNK4	1899	65266
WNT1	Approved	INT1	360	7471
WNT2	Approved	INT1L1	360	7472
WNT2B	Approved	WNT13	360	7482
WNT3	Approved	INT4	360	7473
WNT3A	Approved		360	89780
WNT4	Approved		360	54361
WNT5A	Approved		360	7474
WNT5A-AS1	Approved		1987	
WNT5B	Approved		360	81029
WNT6	Approved		360	7475
WNT7A	Approved		360	7476
WNT7B	Approved		360	7477
WNT8A	Approved		360	7478
WNT8B	Approved		360	7479
WNT9A	Approved	WNT14	360|1691	7483
WNT9B	Approved	WNT15	360	7484
WNT10A	Approved		360	80326
WNT10B	Approved		360	7480
WNT11	Approved		360	7481
WNT13	Symbol Withdrawn			
WNT16	Approved		360	51384
WRAP53	Approved	WDR79	362	55135
WRAP73	Approved	WDR8	362	49856
WRN	Approved		544|1049	7486
WRNIP1	Approved		1491|413	56897
WS1	Symbol Withdrawn			
WS2A	Symbol Withdrawn	WS2		
WS2B	Entry Withdrawn			
WSB1	Approved		362	26118
WSB2	Approved		362	55884
WSCD1	Approved			23302
WSCD2	Approved			9671
WSN	Symbol Withdrawn			
WSPAR	Approved		1992	105664404
WT1	Approved	GUD	28	7490
WT1-AS	Approved	WIT1	1987	51352
WT2	Entry Withdrawn	MTACR1, ADCR		
WTAP	Approved		1420|1419	9589
WTAPP1	Approved			100288077
WTAPP2	Approved			646517
WTIP	Approved		1403	126374
WTS	Symbol Withdrawn	MRXS6		
WWC1	Approved		158|694|838	23286
WWC2	Approved		838|158	80014
WWC2-AS1	Approved		1987	
WWC2-AS2	Approved	C4orf38	1987	152641
WWC3	Approved		158	55841
WWC3-AS1	Approved		1987	
WWOX	Approved		743	51741
WWOX-AS1	Approved		1987	102724047
WWP1	Approved		1959|838	11059
WWP1-AS1	Approved		1987	105375624
WWP1P1	Approved			339843
WWP2	Approved		1959|1691|838	11060
WWS	Symbol Withdrawn			
WWTR1	Approved			25937
WWTR1-AS1	Approved		1987	100128025
WWTR1-IT1	Approved		1989	
XAB2	Approved		1269|1507|1508|1510|1516	56949
XACT	Approved		1992	105463123
XAF1	Approved		2139	54739
XAGE1A	Approved	GAGED2, XAGE1	2293|1844	653220
XAGE1B	Approved	XAGE1C, XAGE1D, XAGE1E	2293|1844	653067
XAGE1C	Symbol Withdrawn			
XAGE1D	Symbol Withdrawn			
XAGE1E	Symbol Withdrawn			
XAGE2	Approved	GAGED3, XAGE2B	1844	9502
XAGE2B	Symbol Withdrawn			
XAGE3	Approved	PLAC6, GAGED4	1844	170626
XAGE5	Approved	GAGED5	1844	170627
XBP1	Approved	XBP2	506	7494
XBP1P1	Approved	XBP1, XBPP1		7495
XBX1	Entry Withdrawn			
XCE	Approved			7497
XCL1	Approved	LTN, SCYC1	483	6375
XCL2	Approved	SCYC2	483	6846
XCR1	Approved	GPR5, CCXCR1	1092	2829
XDH	Approved		2258	7498
XG	Approved	PBDX	715|454	7499
XGR	Entry Withdrawn	YG		
XGY1	Approved	XGPY		7500
XGY2	Approved	XGPY2		100132596
XIAP	Approved	API3, BIRC4	419|58	331
XIAP-AS1	Approved		1987	
XIAPP1	Approved			100996851
XIAPP2	Approved			100420509
XIAPP3	Approved			100128413
XIC	Approved			7502
XIRP1	Approved	CMYA1		165904
XIRP2	Approved	CMYA3	1218	129446
XIRP2-AS1	Approved		1987	100874011
XIST	Approved	DXS399E	1992	7503
XK	Approved	NA, NAC	454|955	7504
XKR3	Approved		955	150165
XKR4	Approved		955	114786
XKR4-AS1	Approved		1987	105375843
XKR5	Approved		955	389610
XKR6	Approved	C8orf7, C8orf21, C8orf5	955|1691	286046
XKR7	Approved	C20orf159	955	343702
XKR8	Approved		955	55113
XKR9	Approved		955	389668
XKRX	Approved		955	402415
XKRY	Approved			9082
XKRYP1	Approved			379028
XKRYP2	Approved			379029
XKRYP3	Approved			379030
XKRYP4	Approved			379031
XKRYP5	Approved			379032
XKRYP6	Approved			379033
XKRYP7	Approved	XKRY2		353515
XM	Entry Withdrawn			
XNDC1CP	Approved			115995503
XNDC1N	Approved			100133315
XNDC1N-ZNF705EP-ALG1L9P	Approved			122319435
XPA	Approved		1125	7507
XPAC	Symbol Withdrawn			
XPC	Approved		1125	7508
XPC-AS1	Approved		1987	107986063
XPD	Symbol Withdrawn			
XPF	Symbol Withdrawn			
XPGC	Symbol Withdrawn			
XPNPEP	Symbol Withdrawn			
XPNPEP1	Approved	XPNPEP, XPNPEPL1, XPNPEPL	1442|104	7511
XPNPEP2	Approved		104|1442	7512
XPNPEP3	Approved		104|1442	63929
XPNPEPL	Symbol Withdrawn			
XPO1	Approved		547	7514
XPO4	Approved		547	64328
XPO5	Approved		547	57510
XPO6	Approved	RANBP20	547	23214
XPO7	Approved	RANBP16	547	23039
XPOT	Approved		547	11260
XPOTP1	Approved			170559
XPR1	Approved		2203	9213
XRCC1	Approved	RCC		7515
XRCC2	Approved		548	7516
XRCC3	Approved			7517
XRCC4	Approved			7518
XRCC4L	Entry Withdrawn			
XRCC5	Approved			7520
XRCC6	Approved	G22P1	1167	2547
XRCC6BP2	Entry Withdrawn			
XRCC6P1	Approved			387703
XRCC6P2	Approved			389901
XRCC6P3	Approved			127086
XRCC6P4	Approved			100422546
XRCC6P5	Approved			442459
XRCC8	Entry Withdrawn			
XRCC9	Symbol Withdrawn			
XRN1	Approved			54464
XRN2	Approved			22803
XRRA1	Approved			143570
XS	Entry Withdrawn			
XWNPEP	Entry Withdrawn			
XXYLT1	Approved	C3orf21	436|1691	152002
XXYLT1-AS1	Approved		1987	
XXYLT1-AS2	Approved		1987	
XYLB	Approved			9942
XYLT1	Approved		441	64131
XYLT2	Approved		441	64132
YAE1	Approved	C7orf36, YAE1D1		57002
YAE1-DT	Approved		1990	105375240
YAF2	Approved		89	10138
YAM1	Approved		1992	107161157
YAP1	Approved			10413
YAP1P1	Approved			442266
YAP1P2	Approved			100419909
YAP1P3	Approved			100419883
YARS1	Approved	YARS	131	8565
YARS2	Approved		131	51067
YBEY	Approved	C21orf57		54059
YBX1	Approved	NSEP1	2045|1521|106	4904
YBX1P1	Approved	NSEP1P		50631
YBX1P2	Approved			646531
YBX1P3	Approved			
YBX1P4	Approved			100131012
YBX1P5	Approved			100861569
YBX1P6	Approved			402375
YBX1P7	Approved			
YBX1P8	Approved			100861476
YBX1P9	Approved			100861470
YBX1P10	Approved			158373
YBX2	Approved		106	51087
YBX2P1	Approved			100124332
YBX2P2	Approved			100124334
YBX3	Approved	CSDA	106	8531
YBX3P1	Approved	CSDAP1		440359
YDJC	Approved			150223
YEATS2	Approved		1058|1283	55689
YEATS2-AS1	Approved		1987	
YEATS4	Approved		1329|1634|1283	8089
YES1	Approved		741|1388	7525
YES1P1	Approved	SYR, YES2, YESP		7526
YIF1A	Approved	YIF1	1144	10897
YIF1B	Approved		1144	90522
YIPF1	Approved		105	54432
YIPF2	Approved		105	78992
YIPF3	Approved	C6orf109	105	25844
YIPF4	Approved		105	84272
YIPF5	Approved		105	81555
YIPF6	Approved		105	286451
YIPF7	Approved		105	285525
YJEFN3	Approved			374887
YJU2	Approved	CCDC94		55702
YJU2B	Approved	CCDC130	1498	81576
YKT6	Approved		1124	10652
YLPM1	Approved	C14orf170	694	56252
YME1L1	Approved		413	10730
YME1L1P1	Approved	YME1L2		23749
YOD1	Approved		669	55432
YPEL1	Approved		1130	29799
YPEL2	Approved		1691|1130	388403
YPEL3	Approved		1130	83719
YPEL3-DT	Approved		1990	101928595
YPEL4	Approved		1130	219539
YPEL5	Approved		1130	51646
YPEL5P1	Approved			100130996
YPEL5P2	Approved			100132562
YPEL5P3	Approved			100653396
YPEL5P4	Approved			
YRDC	Approved			79693
YRDCP1	Approved			100420501
YRDCP2	Approved			100128237
YRDCP3	Approved			100861429
YT	Symbol Withdrawn			
YTHDC1	Approved		2230	91746
YTHDC2	Approved		2230	64848
YTHDF1	Approved	C20orf21	2230	54915
YTHDF1P1	Approved	YTHDF1P		402220
YTHDF2	Approved		2230	51441
YTHDF2P1	Approved	YTHDF2P		400209
YTHDF3	Approved		2230	253943
YTHDF3-DT	Approved	YTHDF3-AS1	1990	101410533
YTHDF3P1	Approved			
YWHA1	Symbol Withdrawn			
YWHAA	Symbol Withdrawn			
YWHAB	Approved	YWHAA	1053	7529
YWHABP1	Approved			647051
YWHABP2	Approved			100422666
YWHAD	Symbol Withdrawn			
YWHAE	Approved		1053	7531
YWHAEP1	Approved			649395
YWHAEP2	Approved			
YWHAEP3	Approved			
YWHAEP4	Approved			
YWHAEP5	Approved			440917
YWHAEP6	Approved			
YWHAEP7	Approved			284100
YWHAG	Approved		1053	7532
YWHAH	Approved	YWHA1	1053	7533
YWHAH-AS1	Approved	C22orf24	1987	25775
YWHAQ	Approved		1053	10971
YWHAQP1	Approved	YWHAQP		319121
YWHAQP2	Approved			246716
YWHAQP3	Approved			100128944
YWHAQP4	Approved			646954
YWHAQP5	Approved			100130391
YWHAQP6	Approved			101290504
YWHAQP7	Approved			100422674
YWHAQP8	Approved			392510
YWHAQP9	Approved			
YWHAQP10	Approved			
YWHAZ	Approved	YWHAD	1053	7534
YWHAZP1	Approved	YWHAZP		319120
YWHAZP2	Approved			150554
YWHAZP3	Approved			143371
YWHAZP4	Approved			246737
YWHAZP5	Approved			86123
YWHAZP6	Approved			158383
YWHAZP7	Approved			100130640
YWHAZP8	Approved			646016
YWHAZP9	Approved			441609
YWHAZP10	Approved			158781
YY1	Approved		28|595	7528
YY1-DT	Approved		1990	
YY1AP1	Approved			55249
YY1P1	Approved			100419963
YY1P2	Approved			647012
YY2	Approved		28	404281
ZACN	Approved	LGICZ1	176	353174
ZACNP1	Approved			101929026
ZAN	Approved			7455
ZAP70	Approved	SRK	741|1464	7535
ZAR1	Approved		137	326340
ZAR1L	Approved		137	646799
ZBBX	Approved			79740
ZBED1	Approved	ALTE	715|64	9189
ZBED1P1	Approved			645145
ZBED2	Approved		64	79413
ZBED3	Approved		64|1835	84327
ZBED3-AS1	Approved		1987	728723
ZBED4	Approved		64	9889
ZBED5	Approved		64	58486
ZBED5-AS1	Approved		1987	729013
ZBED6	Approved		1415|64	100381270
ZBED9-AS1	Approved		1987	
ZBED10P	Approved	C7orf29, ZBED6CL		113763
ZBP1	Approved	C20orf183		81030
ZBTB1	Approved		28|861	22890
ZBTB2	Approved		861|28	57621
ZBTB2P1	Approved			100421184
ZBTB3	Approved		861|28	79842
ZBTB4	Approved		861|28	57659
ZBTB5	Approved		861|28	9925
ZBTB6	Approved	ZNF482	861|28	10773
ZBTB7A	Approved	ZBTB7	861|28	51341
ZBTB7B	Approved	ZFP67	861|28	51043
ZBTB7C	Approved	ZBTB36	28|861	201501
ZBTB7C-AS1	Approved		1987	105372104
ZBTB7C-AS2	Approved	C18orf12	1987	84322
ZBTB8A	Approved	ZBTB8	861|28	653121
ZBTB8B	Approved		861|28	728116
ZBTB8OS	Approved		1345	339487
ZBTB8OSP1	Approved			729566
ZBTB8OSP2	Approved			729898
ZBTB9	Approved		28|861	221504
ZBTB10	Approved		28|861	65986
ZBTB11	Approved		28|861	27107
ZBTB11-AS1	Approved		1987	100009676
ZBTB12	Approved	C6orf46	861|28	221527
ZBTB12BP	Approved	ZBTB12B, ZBTB12P1		100499252
ZBTB14	Approved	ZFP161	28|861	7541
ZBTB16	Approved	ZNF145	28|861	7704
ZBTB17	Approved	ZNF151, ZNF60	28|861	7709
ZBTB18	Approved	ZNF238	28|861	10472
ZBTB20	Approved	ZNF288	1691|28|861	26137
ZBTB20-AS1	Approved		1987	100131117
ZBTB20-AS2	Approved		1987	100506673
ZBTB20-AS3	Approved		1987	
ZBTB20-AS4	Approved		1987	100874131
ZBTB20-AS5	Approved		1987	101929754
ZBTB21	Approved	ZNF295	28|861	49854
ZBTB22	Approved	ZNF297	861|28	9278
ZBTB24	Approved	ZNF450	28|861	9841
ZBTB24-DT	Approved		1990	105377935
ZBTB25	Approved	ZNF46, C14orf51	28|861	7597
ZBTB26	Approved	ZNF481	28|861	57684
ZBTB32	Approved		28|861	27033
ZBTB33	Approved		861|28	10009
ZBTB34	Approved		861|28	403341
ZBTB37	Approved		861|28	84614
ZBTB38	Approved		28|861	253461
ZBTB39	Approved		861|28	9880
ZBTB40	Approved		28|861	9923
ZBTB40-IT1	Approved		1989	
ZBTB41	Approved		28|861	360023
ZBTB42	Approved		861|28	100128927
ZBTB43	Approved	ZNF297B	28|861	23099
ZBTB44	Approved	BTBD15	28|861	29068
ZBTB44-DT	Approved		1990	646383
ZBTB45	Approved	ZNF499	28|861	84878
ZBTB45P1	Approved			645129
ZBTB45P2	Approved			729248
ZBTB46	Approved	ZNF340, BTBD4	861|28	140685
ZBTB46-AS1	Approved		1987	101928604
ZBTB46-AS2	Approved		1987	
ZBTB47	Approved	ZNF651	861|28	92999
ZBTB47-AS1	Approved		1987	101928323
ZBTB48	Approved	HKR3	28|861	3104
ZBTB49	Approved	ZNF509	28|861	166793
ZC2HC1A	Approved	C8orf70, FAM164A	66	51101
ZC2HC1B	Approved	FAM164B, C6orf94	66	153918
ZC2HC1C	Approved	C14orf140, FAM164C	66	79696
ZC3H3	Approved	ZC3HDC3	73	23144
ZC3H4	Approved	C19orf7	1492|73	23211
ZC3H6	Approved	ZC3HDC6	73	376940
ZC3H7A	Approved	ZC3HDC7, ZC3H7	73|769	29066
ZC3H7B	Approved		769|73	23264
ZC3H8	Approved	ZC3HDC8	73	84524
ZC3H10	Approved	ZC3HDC10	73	84872
ZC3H11A	Approved	ZC3HDC11A	1348|73	9877
ZC3H11B	Approved	ZC3HDC11B	73	643136
ZC3H11C	Approved			441155
ZC3H12A	Approved		73|1691	80149
ZC3H12B	Approved	CXorf32	73	340554
ZC3H12C	Approved		73	85463
ZC3H12D	Approved	C6orf95	73	340152
ZC3H13	Approved	KIAA0853	1420|73	23091
ZC3H14	Approved		73	79882
ZC3H15	Approved		73	55854
ZC3H18	Approved		73	124245
ZC3H18-AS1	Approved	C16orf85, LINC00859	1987	400555
ZC3HAV1	Approved		73|684	56829
ZC3HAV1L	Approved	C7orf39		92092
ZC3HC1	Approved		26	51530
ZC4H2	Approved	KIAA1166, WWS, MCS, MRXS4	26	55906
ZCCHC2	Approved	C18orf49	74	54877
ZCCHC3	Approved	C20orf99	74	85364
ZCCHC4	Approved		74|135|2061	29063
ZCCHC7	Approved		74	84186
ZCCHC8	Approved		1316|74	55596
ZCCHC9	Approved		74|694	84240
ZCCHC10	Approved		74	54819
ZCCHC10P1	Approved			101929598
ZCCHC10P2	Approved			100421071
ZCCHC12	Approved		671|74	170261
ZCCHC13	Approved		74	389874
ZCCHC14	Approved		760|74	23174
ZCCHC14-DT	Approved		1990	101928737
ZCCHC17	Approved		74	51538
ZCCHC18	Approved		74|671	644353
ZCCHC24	Approved	C10orf56	137|74	219654
ZCRB1	Approved		1691|74|725|1521	85437
ZCRB1P1	Approved			100131556
ZCWPW1	Approved		96|1147	55063
ZCWPW2	Approved		96|1147	152098
ZDBF2	Approved		75	57683
ZDHHC1	Approved	C16orf1	76	29800
ZDHHC1P1	Approved			
ZDHHC2	Approved		76	51201
ZDHHC3	Approved		76	51304
ZDHHC4	Approved		76	55146
ZDHHC4P1	Approved			100420920
ZDHHC5	Approved		76	25921
ZDHHC6	Approved		76	64429
ZDHHC7	Approved		76	55625
ZDHHC8	Approved		76	29801
ZDHHC8BP	Approved	ZDHHC8P, ZDHHC8P1		150244
ZDHHC9	Approved	ZDHHC10, CXorf11	76	51114
ZDHHC10	Symbol Withdrawn	CXorf11, ZDHHC10		
ZDHHC11	Approved		76	79844
ZDHHC11B	Approved		76	653082
ZDHHC12	Approved		76	84885
ZDHHC12-DT	Approved		1990	100506100
ZDHHC13	Approved		403|76	54503
ZDHHC14	Approved		1691|76	79683
