,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH3B2,ALDH7A1,ANO1,APLNR,ARIH1,ATM,ATP2A2,BARX2,BIRC6,CAPN15,CAPN8,CARD8,CBLIF,CDC42,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,COPS2,COPS6,CSF2,CSNK1G3,CTNNB1,CTSL,CYP11B1,CYP2A7,DAD1,DDB1,DDX41,DHX38,DLEC1,DMTF1,DNA2,DUSP1,DYNLL1,E4F1,EGLN1,EIF4A3,ELOA,ETF1,FANCM,FFAR3,FGF1,FOLR1,FOXJ2,FOXJ3,FPR3,FURIN,FXYD2,GABBR1,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HESX1,HSPA2,HSPA5,HTR6,HYOU1,IKZF4,IL5,INPPL1,JUN,KCNAB1,KCNJ5,KIF5B,KLF13,LEPR,LZTR1,MAP2K1,MAP2K7,MAP3K6,MAPK7,MBD1,MIR9-1HG,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NDOR1,NFKBIB,NFRKB,NFYA,NFYB,NFYC,NTF4,NXF1,OGA,OGT,PCSK7,PCYT1A,PDCL,PDE6H,PHYHD1,PKIB,PKMYT1,POLA2,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP1R12A,PPP2R1A,PRDM10,PRIM1,PRKACB,PRKCE,PTBP1,PUS3,PYGM,RAN,RC3H2,REST,REV3L,RPN1,SAE1,SCN8A,SEC16A,SLC17A7,SLC26A5,SLK,SMPDL3B,SRD5A1,SSBP2,STK11,STT3A,STX18,TCIRG1,THAP11,TNFRSF4,TRAF3,TRIM48,UBA2,VCP,VHL,VN1R2,XAB2,YARS1,ZNF302,ZNF467,ZNF83
POU6F2,0.0031469492,0.43957636,0.5874785,0.26748013,-0.31389913,0.38232332,0.35121903,0.410634,-0.29160365,0.29085803,-0.31425256,-0.0565441,-0.40681005,-0.4302137,0.22782427,-0.042280458,-0.37663633,0.3766784,-0.010909457,0.42829347,0.36840323,0.51733065,0.33409473,0.19831076,0.49281585,0.2588305,-0.22878617,-0.23103464,-0.3969067,0.31382582,0.35318774,0.14150219,0.16178697,-0.08492656,0.20309044,0.61189073,0.35612717,-0.3241906,0.15680924,0.5005383,0.5722472,0.41710174,0.5453851,0.3135115,0.3836109,-0.47635388,0.49406707,0.11690089,-0.13609275,-0.5188253,-0.19900866,0.37805718,-0.24128176,0.068824835,0.41774607,0.39274812,0.19658722,-0.32437384,-0.21460125,-0.3711752,0.17975797,0.4756628,-0.36197978,0.49163675,0.16447896,-0.35356534,-0.21788025,0.21462631,0.43099743,-0.48783773,0.07060724,-0.08596142,0.4816685,-0.44657582,0.38960803,0.16983569,0.5207423,-0.22468719,0.07445159,-0.38088736,-0.32891333,0.39739063,-0.0229234,-0.6166965,0.27161765,-0.48658586,-0.32983866,-0.33119884,-0.4902292,0.21169889,0.28295758,-0.041023925,-0.09436555,0.3349487,0.2658332,-0.4161523,0.39965788,-0.307069,-0.4032628,0.23279783,0.036110263,0.187359,-0.21813014,-0.06715878,-0.2594881,0.17137307,-0.09997937,-0.22758873,-0.09973562,-0.2563506,-0.38112107,0.43322316,-0.14039409,0.17788315,-0.0040000067,1.0,0.48699343,0.37160638,0.19516274,0.30682233,0.15205193,-0.55767345,0.0686937,0.30769575,-0.31289595,0.3387333,-0.36500782,0.48095283,-0.11104469,0.42535758,0.27997884,0.1819839,-0.22634384,-0.27272606,0.38094756,-0.2800372,0.2940518,0.49338827,-0.0069717495,0.39967513,0.117532454,0.34554544,0.21475115,-0.16366692,-0.057357125,0.60817266,-0.32701555,0.3785921,-0.32859161,0.4829848,-0.22049598,0.031019423,0.17864107,-0.3429673,0.050177842,-0.42311427,-0.41235685,-0.052926786,-0.34620944
PPFIA1,-0.0007110988,0.4210186,0.5923933,0.16386585,-0.54323655,0.57212,0.3006583,0.50712925,-0.47127384,0.3299957,-0.57147956,-0.22384442,-0.5450022,-0.6228963,0.2936441,0.07877669,-0.35224319,0.573036,-0.10516188,0.2570058,0.48001915,0.49015915,0.5140236,0.15338746,0.50970596,0.21073431,-0.28736627,-0.1230089,-0.20945577,0.29355225,0.3528176,0.17529134,0.20362553,-0.29879072,0.21114117,0.55614114,0.31814173,-0.5332086,0.06569573,0.5747508,0.667083,0.38073242,0.32484218,0.1881374,0.43152386,-0.65231156,0.44862854,0.41432804,-0.026529122,-0.63175374,-0.3130999,0.2321498,-0.23004371,-0.22806709,0.5293322,0.35130644,0.3100525,-0.27270555,-0.478886,-0.41196835,-0.05750633,0.5385347,-0.37979957,0.6530796,0.09796042,-0.28763354,-0.4054824,0.5749853,0.41673857,-0.507901,-0.077143125,-0.0051650414,0.51399714,-0.65312076,0.30361354,0.11127697,0.5926565,-0.2951897,-0.058016516,-0.433273,-0.6218901,0.55948526,0.19839367,-0.42878127,0.33331048,-0.58383703,-0.31021425,-0.60606915,-0.38754442,-0.03328832,0.34275118,-0.03962559,-0.14054035,0.4807152,0.56642044,-0.49471587,0.5122846,-0.22502539,-0.28091136,0.088505976,-0.030777507,0.10522085,-0.29736868,-0.039657,-0.3685534,0.3577088,-0.26196325,-0.39297026,-0.03783713,-0.3726429,-0.5920135,0.4394293,-0.26830536,0.11523708,0.047580235,0.48699343,1.0,0.2989491,0.1020701,0.24628279,0.13673304,-0.7096574,0.059609063,0.465228,-0.2321745,0.6316736,-0.35203448,0.54677033,-0.029580945,0.32518077,0.2972954,0.2772857,-0.5653495,-0.38964158,0.33283827,-0.5090811,0.34421155,0.42435384,-0.023197325,0.30635756,0.069746375,0.0405604,0.6074672,-0.36156148,-0.09838797,0.6600352,-0.63596064,0.46035203,-0.48542693,0.57946604,-0.2953848,0.06929503,0.38411984,-0.41266817,0.14364557,-0.60332584,-0.4118213,0.11495085,-0.2844911
PPIC,-0.09806494,0.6043483,0.40944535,0.53721803,-0.18643023,0.39382458,0.4825509,0.26487556,-0.3880574,0.51504654,-0.5031658,-0.21497288,-0.3740306,-0.2741543,0.2734297,0.26015642,-0.6277354,0.27378607,-0.03700594,0.54785573,0.35815963,0.2582683,0.3751022,0.53531307,0.31162533,0.5157315,-0.47085625,-0.22824539,-0.5050246,0.31933177,0.32304308,0.61010844,0.5252646,-0.2725725,0.2917902,0.4403533,0.5351163,-0.12226215,0.28744924,0.35129696,0.38505408,0.530235,0.39370024,0.2318722,0.47506067,-0.39771426,0.2134651,-0.056742724,-0.06952794,-0.3867782,-0.2927758,0.27419263,-0.5062299,-0.07332464,0.39233562,0.25239167,0.368733,-0.63121223,-0.4211668,-0.37330818,0.08802936,0.34132215,-0.5476372,0.3261727,0.12337563,-0.5323015,-0.30489647,0.13546777,0.25130454,-0.440064,0.037060164,-0.049916036,0.2964984,-0.2608792,0.48271993,0.5172544,0.46314228,-0.32644483,-0.16980074,-0.32126543,-0.23806806,0.33796874,0.105551824,-0.3109521,0.52964085,-0.49023238,-0.29817426,-0.16957,-0.29989403,-0.20237643,0.3650599,-0.09150006,0.059119046,0.43167287,0.34881383,-0.44096595,0.35074195,-0.5169409,-0.33157274,0.24360019,0.10321972,0.26507276,-0.5092001,-0.055507157,-0.03477197,0.09910359,-0.31568888,-0.3215488,-0.27807456,-0.1895293,-0.30492616,0.59568965,-0.20651326,0.23294926,-0.072770886,0.37160638,0.2989491,1.0,0.34251225,0.42607072,-0.033500154,-0.46781006,0.20628215,0.21701714,-0.30902797,0.46126255,-0.39516,0.47688586,-0.10849307,0.35174304,0.4586995,0.2186377,-0.28973266,-0.49587813,0.50769687,-0.1861961,0.5222101,0.4575749,0.05158663,0.3162975,-0.015486395,0.1606303,0.24932751,-0.2711799,0.057606123,0.35171685,-0.27992237,0.2874005,0.090990685,0.4592629,-0.3493837,-0.018400028,-0.07681936,-0.4564095,-0.00017899624,-0.24888535,-0.60683566,-0.10076646,-0.4816524
PPP1CB,0.13141607,0.49481246,0.2605414,0.43447772,0.0037167675,0.07289916,0.4809021,0.17240174,-0.112511635,0.51222473,-0.3197103,-0.005084566,-0.38343194,-0.14899784,0.16513954,0.2801608,-0.52701354,0.045227114,0.24963602,0.5515283,0.39549193,0.20717435,0.1547439,0.506869,0.23898286,0.3674909,-0.62193793,-0.17696677,-0.5002632,0.110324204,0.1327225,0.3954359,0.4300004,-0.1561275,0.39372164,0.32408747,0.48072708,-0.030381558,0.12774953,0.4354741,0.37712672,0.54540575,0.3279932,0.0721381,0.24089153,-0.12771387,0.024969462,-0.27119237,0.075921185,-0.19152653,-0.08345638,0.15926845,-0.4779262,0.16324243,0.3178481,0.056277014,0.2633211,-0.5609943,-0.19671404,-0.31109208,-0.000955455,0.19068292,-0.52280253,0.22368968,-0.0016362342,-0.31687063,-0.15066916,-0.0071621123,-0.033589363,-0.24807024,-0.09101536,0.10040647,0.022382809,-0.10762574,0.4335077,0.46927366,0.27191362,0.028595362,-0.15888914,-0.1988324,-0.048670746,0.27570492,-0.113699965,-0.24810708,0.46510532,-0.14853117,0.031689696,-0.120743975,-0.3145759,-0.30264735,0.2049651,-0.18816699,0.2830685,0.24553004,0.09946565,-0.17868531,0.098904304,-0.48693937,-0.34894973,0.24537621,0.07916047,0.16682537,-0.3645103,0.18197362,0.25280944,-0.12796727,-0.2372622,-0.34492415,-0.35374522,0.027530884,0.029381862,0.3751906,-0.10740271,0.23342004,0.18299055,0.19516274,0.1020701,0.34251225,1.0,0.7210618,-0.30463427,-0.30176494,0.22123876,-0.042198837,-0.20390561,0.13716362,-0.40492797,0.39837107,0.07674246,0.29278588,0.28014228,0.04063251,-0.07918829,-0.41456914,0.4912988,-0.11397696,0.45155948,0.2014689,-0.17235194,0.25781727,-0.25565758,0.31464615,0.0889799,-0.2802778,0.31900898,0.14750266,-0.06154655,0.12181052,0.21042508,0.49541226,-0.23948075,0.1565758,-0.12683839,-0.47865224,0.25841457,-0.031026177,-0.54169154,-0.31191194,-0.59537387
PPP1R12A,0.07406028,0.47511554,0.38220888,0.4528454,-0.09857221,0.17086604,0.52764434,0.3438756,-0.3038383,0.58027714,-0.35163024,-0.08855422,-0.50880784,-0.1625537,0.33760616,0.270593,-0.55883443,0.26386032,0.08591768,0.5372936,0.40792203,0.36977643,0.3339413,0.5801876,0.34101355,0.4103404,-0.5266699,-0.3211627,-0.4979437,0.3619948,0.3242925,0.36136168,0.37803358,-0.30211142,0.3854862,0.48330688,0.5601207,-0.283853,0.27919698,0.57991856,0.4338342,0.53551906,0.42735344,0.344095,0.3192116,-0.15503599,0.17010704,-0.1856597,0.056185085,-0.29010266,-0.19579563,0.43232995,-0.43188772,0.10259489,0.4391183,0.2349725,0.37010297,-0.5363594,-0.39276406,-0.5324172,0.05200316,0.35517758,-0.5551474,0.3349727,-0.010038448,-0.44398922,-0.280061,0.046751723,0.12619205,-0.40659717,-0.0991933,0.103700034,0.17829669,-0.20950831,0.472854,0.45091948,0.38171944,-0.18297698,-0.18760422,-0.2799412,-0.07642242,0.34594372,-0.05462375,-0.41576067,0.5127765,-0.3860242,-0.14703427,-0.16639163,-0.5249306,-0.24165279,0.33796287,-0.07166441,0.16435646,0.38646492,0.25416186,-0.3126097,0.22066085,-0.48994866,-0.3842424,0.45195553,0.26991156,0.36461687,-0.33533657,0.12038491,0.08576569,-0.08210371,-0.34174138,-0.31367287,-0.40653113,-0.072244436,-0.21632059,0.42226437,-0.21283534,0.36808458,0.15440586,0.30682233,0.24628279,0.42607072,0.7210618,1.0,-0.05919661,-0.45312306,0.32575047,0.16243549,-0.22480114,0.29113021,-0.49320868,0.43751144,0.056832626,0.46242893,0.30680853,0.31284523,-0.2557626,-0.47130236,0.5206941,-0.21379127,0.46388298,0.29054925,0.0023712707,0.44634256,-0.15139054,0.49551848,0.19096617,-0.36471468,0.16811033,0.24031484,-0.1787286,0.32926616,0.12216305,0.52079964,-0.3263152,0.15697002,-0.07498705,-0.51057094,0.24484849,-0.1515479,-0.58751345,-0.25147983,-0.6060801
PPP2R1A,0.13270089,-0.030940551,0.05484176,0.082734644,0.071654774,-0.10766005,0.0702318,0.09057323,-0.029128402,-0.2494923,-0.022105973,0.24537738,0.0128092365,0.10517959,0.07554546,-0.22306673,0.1202695,0.38765597,-0.17812368,-0.040079806,0.096248016,0.06625698,-0.08237475,0.003378828,-0.09394773,0.27305865,0.07707455,0.23589946,-0.07457989,0.094472475,-0.01961936,-0.029080875,0.038141724,0.15559362,0.19253966,-0.049318638,0.12383915,-0.1696636,-0.17124748,0.06625369,0.022944432,-0.22406328,0.084066436,-0.11920283,-0.15262699,0.022734543,-0.0025748014,0.19791509,0.08143257,-0.03751647,0.2072009,-0.07570505,-0.0011554025,-0.3438049,-0.13218734,-0.012038708,-0.081926264,-0.023168506,0.11535557,0.09541638,-0.040840246,-0.0013273964,-0.027579697,-0.07728332,-0.058880724,-0.26968306,0.16254921,-0.047905594,0.25314134,-0.28645042,0.021906534,0.11395077,4.9024355e-05,-0.09341435,0.024271995,0.024843082,-0.19381233,-0.06023326,-0.17164382,0.11067991,-0.037610784,-0.15764292,0.19942507,-0.2808944,-0.04969169,-0.055973377,-0.1701941,-0.06768665,-0.18583941,0.34208044,-0.252661,-0.0071714483,-0.6177329,-0.054769482,0.00391089,-0.016309846,-0.12251253,-0.08130094,0.22642565,-0.09747249,-0.19138868,-0.23677793,0.006220889,0.021464344,-0.23938863,0.060836386,0.101222806,0.24742025,0.33582532,0.073496096,-0.3240721,-0.020047832,0.25420982,-0.0905407,0.22266988,0.15205193,0.13673304,-0.033500154,-0.30463427,-0.05919661,1.0,0.052037664,-0.13552274,-0.046050318,0.11794495,-0.0590162,0.095203206,-0.024878059,0.121931754,0.16905497,-0.15568571,-0.00023614336,-0.04043609,0.26830646,0.114264555,0.16326462,0.0272525,-0.013428174,0.23688008,-0.063863195,-0.017893106,0.27768037,0.0521713,0.055191204,0.19480221,0.10107142,0.0019272808,0.013824409,-0.21053848,0.09292051,0.27295384,0.21842943,0.050329786,-0.058452047,0.17884868,0.055111386,-5.600415e-05,0.0069177523,0.03422512
PRDM10,0.14172733,-0.55012333,-0.6825998,-0.2768087,0.5343634,-0.6103551,-0.34937713,-0.6122781,0.61696666,-0.6296057,0.58748204,0.4435084,0.70720154,0.62822515,-0.3894608,-0.27961674,0.47784993,-0.48137757,0.09963597,-0.3663061,-0.47967914,-0.6153776,-0.6517469,-0.35524058,-0.62822294,-0.1957446,0.42494765,0.34258512,0.38230494,-0.46963188,-0.52021736,-0.19181849,-0.22576496,0.5705197,-0.24511723,-0.7337501,-0.33231333,0.5699552,-0.3342182,-0.5380859,-0.62248385,-0.5575434,-0.58998346,-0.4108023,-0.6172666,0.6075603,-0.48047748,-0.13720976,0.17231023,0.6159999,0.5125588,-0.4820566,0.33245113,0.07802389,-0.6367573,-0.5434008,-0.5144291,0.420131,0.6098232,0.5730314,-0.17307211,-0.6595681,0.5280707,-0.73053795,-0.20431828,0.41253886,0.6242097,-0.49479368,-0.43730614,0.54814553,-0.08647028,0.216024,-0.62759423,0.7144396,-0.57047415,-0.2703269,-0.6944241,0.47911975,-0.016219074,0.6046967,0.5641605,-0.6093207,-0.0691536,0.50127685,-0.49215266,0.72648036,0.45611754,0.5328304,0.50410634,0.092172906,-0.6223319,0.019783325,0.0046041207,-0.539277,-0.6322052,0.51049626,-0.6101143,0.24669726,0.61354595,-0.39850733,-0.3345215,-0.44492424,0.33234096,0.13814558,0.33730283,-0.34893346,0.5328415,0.608091,0.408765,0.5656611,0.5486967,-0.55135995,0.54947644,-0.4186636,0.09932054,-0.55767345,-0.7096574,-0.46781006,-0.30176494,-0.45312306,0.052037664,1.0,-0.37519628,-0.5452194,0.36446425,-0.6946385,0.6085642,-0.60893357,0.18874745,-0.5042448,-0.52218515,-0.49491838,0.61347485,0.6632112,-0.4330924,0.6447078,-0.33600298,-0.5117034,0.04235265,-0.6095763,-0.18406886,-0.20203914,-0.48515785,0.5496166,0.26799572,-0.6450126,0.60694665,-0.59757453,0.23489258,-0.5903996,0.5913964,0.10794002,-0.18202421,0.43859783,0.03666168,0.617619,0.50858504,0.028769892,0.41093126
PRIM1,-0.17508727,0.20959541,0.17339519,0.082854316,0.013999894,0.20283729,0.22032706,0.4050863,-0.3691607,0.6627515,-0.109810255,-0.6276383,-0.3771421,-0.03522454,0.33745298,0.47106656,-0.26375973,-0.0020402907,-0.33534938,0.24509808,0.09619765,0.29290387,0.4265179,0.25255507,0.36847264,-0.045928728,-0.24596447,-0.49074796,-0.21596354,0.39926785,0.28011158,0.011135087,-0.06284434,-0.46941963,0.025095467,0.3875933,0.06789425,-0.36575595,0.49687168,0.13980907,0.1080799,0.3005454,0.32708007,0.4476121,0.29264477,0.063183114,0.24767053,-0.38224432,-0.11336325,-0.04521899,-0.40487418,0.54376006,-0.21731655,0.25319755,0.43907437,0.41139144,0.31634483,-0.18339865,-0.20806772,-0.39304763,0.30187127,0.44965592,-0.23148394,0.3748702,0.12897173,-0.20445608,-0.4179974,0.051643543,0.23608144,-0.16368794,0.17605893,-0.20703612,0.2744884,-0.23151027,0.4877935,0.11011735,0.34151223,-0.24937233,0.071221985,-0.3675527,0.043218516,0.17531244,-0.24327087,-0.14406145,0.2737263,-0.3308208,-0.31873885,-0.012095582,-0.27708974,-0.21728113,0.40010384,0.0486582,0.15419334,0.22229244,0.29009327,-0.06382331,0.38031697,-0.0005623759,-0.51498467,0.64873827,0.72172445,0.6852928,-0.044835437,-0.08523802,0.0574631,-0.08247319,-0.43489546,-0.37361562,-0.60537463,-0.40303874,-0.12948765,0.14822401,-0.63167423,0.83373934,-0.11974016,0.0686937,0.059609063,0.20628215,0.22123876,0.32575047,-0.13552274,-0.37519628,1.0,0.27849188,-0.31667888,0.2395012,-0.4644637,0.33636644,-0.14511232,0.2629756,0.40847898,0.69531465,-0.26646996,-0.48853606,0.16121458,-0.38961026,-0.018904533,0.31388605,0.17935114,0.49234155,0.2424345,0.1368699,-0.05853308,-0.4982129,-0.26998365,0.1900272,-0.12693757,0.2907523,0.32404363,0.07750627,-0.52451295,-0.18664971,-0.3172653,-0.14018723,-0.17901275,-0.09910372,-0.17076729,-0.16085133,-0.15272984
PRKACB,-0.15777811,0.26042795,0.3127978,0.035235427,-0.5595809,0.43364343,0.14750868,0.42488563,-0.43772894,0.23218253,-0.3226887,-0.36120275,-0.33352506,-0.43648413,0.0026845075,0.058421012,-0.20337056,0.2951272,-0.056827404,0.11444227,0.18142566,0.5102062,0.52790487,0.15106988,0.4477806,-0.018982876,0.011034435,-0.1875259,-0.17589208,0.3043403,0.36105537,0.08169781,0.05557991,-0.2169063,0.03984895,0.51238865,0.18276173,-0.47523347,0.32305488,0.15432207,0.303837,0.22046489,0.27400798,0.3083698,0.4258163,-0.37897354,0.5727255,0.2307102,-0.12086632,-0.45092428,-0.575624,0.36365104,-0.105848745,-0.080031574,0.45684698,0.5355698,0.37936836,-0.09656986,-0.58111006,-0.33908802,0.09988169,0.52606004,-0.22897138,0.43290251,0.08324966,-0.19663356,-0.48866078,0.48857,0.47719428,-0.31277677,0.006230754,-0.15058306,0.6301108,-0.45309848,0.3104825,0.014566341,0.4721219,-0.5228402,0.055022385,-0.35958582,-0.3356183,0.4511307,0.18735461,-0.21341982,0.26263872,-0.6201298,-0.4874792,-0.2877731,-0.2496595,0.045603335,0.40951753,0.08656098,0.0017791144,0.35836163,0.4062611,-0.34795937,0.47579795,-0.07003419,-0.2604122,0.35480443,0.2974124,0.41121343,-0.12986508,-0.09881505,-0.35562304,0.4068377,-0.2013836,-0.17525518,-0.3532733,-0.5829302,-0.40554145,0.3483933,-0.35372406,0.24103957,-0.09905816,0.30769575,0.465228,0.21701714,-0.042198837,0.16243549,-0.046050318,-0.5452194,0.27849188,1.0,-0.4161983,0.35507697,-0.2391276,0.37621,-0.035495088,0.34253135,0.41627043,0.4046381,-0.42583743,-0.31357598,0.157387,-0.35793212,0.0566907,0.47133297,0.027083933,0.3482965,0.20712048,-0.09299215,0.2507583,-0.35175285,-0.37739304,0.45705044,-0.5112367,0.53644496,-0.3279612,0.33463746,-0.35633063,-0.095950626,0.32355532,-0.20412022,-0.16885597,-0.53117174,-0.2199628,0.054303125,-0.06804738
PRKCE,0.09253211,-0.3582852,-0.35577512,-0.29015458,0.27632973,-0.294157,-0.40698978,-0.31609538,0.3499911,-0.3151397,0.16568764,0.31235522,0.42921692,0.21745501,-0.10702465,-0.07923152,0.4780935,-0.11520405,0.04635631,-0.3550326,-0.28793466,-0.27267617,-0.27981526,-0.31157047,-0.39531663,-0.16170071,0.29063416,0.29919493,0.4450285,-0.27966145,-0.37504813,-0.21695784,-0.16913459,0.13418382,-0.25498843,-0.47679964,-0.2870803,0.2874024,-0.42528987,-0.28815696,-0.2988818,-0.4406038,-0.34898642,-0.27730808,-0.20479028,0.124919906,-0.34628475,0.16507183,0.13189659,0.23592237,0.2784916,-0.36274692,0.46970326,-0.26186904,-0.39295718,-0.39237946,-0.2883581,0.34052405,0.26057684,0.3332241,-0.28078616,-0.36089337,0.48072186,-0.34601378,-0.17070144,0.3942449,0.19931945,-0.094382025,-0.32398674,0.404077,-0.12040264,0.120946705,-0.43094128,0.3118873,-0.4990237,-0.29836944,-0.3238214,0.33557704,-0.010308333,0.25690544,0.10133026,-0.4944796,0.20160545,0.38128397,-0.32055253,0.44044498,0.29467556,-0.071333066,0.37612528,-0.029687297,-0.3656831,-0.02301107,-0.134648,-0.2248658,-0.20804498,0.27839673,-0.22649129,0.35917583,0.50134516,-0.46028128,-0.26201934,-0.37618408,0.4377707,0.02945502,0.0007953902,-0.15315698,0.20088962,0.31933537,0.44786847,0.24804594,0.056871515,-0.34490496,0.26147062,-0.30207035,0.0513049,-0.31289595,-0.2321745,-0.30902797,-0.20390561,-0.22480114,0.11794495,0.36446425,-0.31667888,-0.4161983,1.0,-0.14242561,0.27231303,-0.33284575,0.04937788,-0.36990085,-0.39702576,-0.18568549,0.12499616,0.40611714,-0.3729267,0.24162337,-0.26976427,-0.61713004,-0.19010895,-0.3409344,-0.016846439,-0.24970397,0.044062782,0.27787775,0.08604016,-0.3755764,0.23186782,-0.19627419,0.013301522,-0.27926454,0.36191398,0.070340216,-0.017185794,0.43250483,0.08423067,0.30640373,0.40652937,0.23886986,0.34314623
PTBP1,-0.08839969,0.41960332,0.4889627,0.20174125,-0.38097355,0.6065933,0.20651272,0.39557937,-0.59016395,0.47094703,-0.5476753,-0.40445355,-0.471325,-0.4945651,0.4062639,0.38090315,-0.30680934,0.49894923,-0.14863858,0.27406558,0.36599615,0.426264,0.6706223,0.2432433,0.4621951,0.20838594,-0.29987872,-0.30983225,-0.16996059,0.31340212,0.34626776,0.19822925,0.19349104,-0.5175913,0.02753677,0.50171757,0.23776583,-0.43641636,0.09245795,0.39031428,0.42459086,0.41942134,0.37154657,0.20013236,0.5364798,-0.6227029,0.24683145,0.13329391,-0.058378056,-0.5035649,-0.41101784,0.28374615,-0.18772508,-0.23355617,0.4570327,0.37448397,0.44082206,-0.31565547,-0.47504985,-0.3801854,0.024391556,0.49690473,-0.3455843,0.6188412,0.08814493,-0.3083633,-0.5421586,0.4918745,0.26000535,-0.41268566,-0.031487122,-0.066111,0.4157809,-0.57265866,0.34490913,0.17768084,0.59081066,-0.26950338,-0.06684881,-0.50236297,-0.60044056,0.42656428,0.19021831,-0.2554562,0.32537273,-0.5154541,-0.30794737,-0.3703781,-0.32819518,-0.17743196,0.56001496,-0.10564183,0.0033289592,0.47781554,0.6395695,-0.49734762,0.5546418,-0.084796205,-0.39118534,0.21845861,0.2135877,0.34629437,-0.24255352,-0.12118179,-0.3551604,0.4065432,-0.45423567,-0.6154376,-0.23043548,-0.470782,-0.5417254,0.42866358,-0.5170151,0.24427807,-0.047095202,0.3387333,0.6316736,0.46126255,0.13716362,0.29113021,-0.0590162,-0.6946385,0.2395012,0.35507697,-0.14242561,1.0,-0.4542091,0.49133366,-0.13149485,0.25695845,0.46706092,0.3884484,-0.5966365,-0.5241855,0.27918407,-0.5707063,0.30763096,0.36402637,-0.028528228,0.3919111,0.16415782,0.0052502714,0.6417414,-0.41235313,-0.24091028,0.48920554,-0.56889963,0.42382714,-0.16810547,0.35974404,-0.37027925,-0.056358848,0.12924768,-0.26378343,0.018973734,-0.5169627,-0.40775728,0.114491716,-0.22813
PUS3,0.04364402,-0.4829329,-0.39988947,-0.33810887,0.23423897,-0.40471235,-0.3519345,-0.4632593,0.44967684,-0.6300884,0.4563937,0.3871291,0.5489862,0.3161613,-0.3341373,-0.43011117,0.42627072,-0.34364727,0.12082664,-0.4161546,-0.36670792,-0.405882,-0.5315835,-0.43678153,-0.48949608,-0.24788857,0.47548366,0.2889991,0.32178953,-0.41877455,-0.40910637,-0.236595,-0.21760027,0.45299706,-0.25565556,-0.48631737,-0.32163182,0.5365853,-0.31996045,-0.4382279,-0.3668658,-0.557699,-0.45637873,-0.3619767,-0.4604909,0.32931945,-0.21639702,0.21948625,0.05706783,0.2783558,0.3522806,-0.40185648,0.34837708,0.04867725,-0.51581454,-0.35938406,-0.49951264,0.4317317,0.34544572,0.50789905,-0.15614389,-0.47752094,0.45473585,-0.62141114,-0.14239004,0.43355522,0.47730345,-0.21178141,-0.16470838,0.37371033,-0.026795413,0.05694513,-0.2617208,0.5616333,-0.48546198,-0.31399214,-0.5101718,0.25964776,0.04955899,0.5555489,0.27094674,-0.40118092,0.057228986,0.3654761,-0.4735998,0.5210912,0.28274694,0.23906663,0.37281823,0.2427995,-0.476751,0.059703376,-0.08216224,-0.40635946,-0.4810981,0.25684696,-0.4732966,0.2256371,0.6255701,-0.42465764,-0.37354714,-0.41744143,0.2835984,0.002964365,0.17024499,-0.20104024,0.51236403,0.5676618,0.5504614,0.43597886,0.29358307,-0.35178763,0.46813962,-0.5131272,0.0049431324,-0.36500782,-0.35203448,-0.39516,-0.40492797,-0.49320868,0.095203206,0.6085642,-0.4644637,-0.2391276,0.27231303,-0.4542091,1.0,-0.49977854,0.06405798,-0.38552237,-0.44927025,-0.4383385,0.4802388,0.6280832,-0.39187676,0.558779,-0.3077626,-0.33877248,-0.0051721577,-0.5311572,-0.05313458,-0.21598458,-0.16544324,0.6516511,0.15140918,-0.4442771,0.26348975,-0.39997953,-0.15046664,-0.39508384,0.57579815,-0.010764316,0.033152625,0.39179137,-0.06641391,0.38521367,0.4271258,0.13915294,0.3674006
