,ABCG8,ABTB1,ARFIP2,ARHGAP8,ATG7,B4GALNT2,BCAP31,CAB39,CAMKV,CCL14,CERT1,CRACR2B,CT83,CYB561D2,CYP2A6,ELANE,EML1,EPHX1,FAM110B,FAM114A1,FAM32A,FAM9A,FBXO34,FMR1NB,FSCN2,GALNT5,GPR173,GULP1,HOOK2,HOXC9,ITGB1BP2,KLC3,LSMEM2,MAP4K4,MARCKSL1,MGAT2,MGLL,MOS,MSN,MYT1,NAP1L5,NDE1,NEMP1,NPR2,NTS,OCM,OPA3,OR10G8,PAFAH1B1,PAFAH1B2,PAFAH1B3,PARM1,PI4KB,PIP4K2A,POC1A,PODXL,POLR1D,PPP1R16B,PROSER2,PRR14,PRR15,PTPN5,RBM26,RBM47,RFTN1,RIBC1,RNF41,SCAMP2,SLC25A48,SLC39A1,SLC5A8,SPATA25,SPCS1,SPEG,SPO11,SRPK2,STK38,STK38L,STYK1,SUN2,SYAP1,TEF,TFAP2A,TMED8,TMEM179B,TMPO,TMX4,TOR1A,TOR1AIP2,TOR1B,TSSK4,VGLL4
SLC25A48,-0.044543434,0.11212959,-0.0006689057,0.027636029,0.37192425,0.03487976,-0.16704983,-0.045406274,-0.07873508,0.27420288,-0.042982645,-0.11357011,-0.41124246,0.03659137,0.17081071,0.0019591302,0.33151415,0.026556395,0.037182316,0.0076073445,0.08328381,0.49236602,-0.025519766,-0.06809473,0.3267615,0.03252406,-0.009934103,0.033013847,-0.07286599,-0.055521123,-0.39584258,0.10944653,0.07103165,0.08640481,0.03519497,0.025416264,0.39903677,0.05926589,-0.034277167,0.13726476,-0.005714655,0.012522715,0.08587064,-0.013981506,-0.059123076,-0.44823086,0.7605323,-0.41414803,0.052978266,0.06892793,0.02762016,-0.049129687,0.0018270481,-0.007829018,-0.06440428,-0.008641455,-0.4779515,-0.07552745,-0.030864142,0.022096056,-0.010625901,-0.015940666,-0.14420535,0.042929996,-0.0694893,0.014021296,-0.041594196,-0.017230202,1.0,0.32855117,0.18089972,-0.5228558,-0.31024438,0.012066307,0.04415627,-0.039542504,0.036651246,0.040766638,0.011082735,0.014931358,0.11292088,0.28229237,0.10000649,-0.07718179,0.030041926,0.02609767,-0.016770042,-0.055253316,-0.040651582,-0.15930966,0.7440035,0.39240864
SLC39A1,0.0462484,-0.028175503,-0.018217575,0.09448046,0.545236,-0.038956042,0.07968271,-0.02439701,0.1354422,0.3811588,0.058492966,-0.14403558,-0.474184,-0.062697485,0.049793944,-0.037839066,0.31711766,0.06059336,-0.0054865615,-0.09460243,-0.11887407,0.40455103,0.03656257,0.06289788,0.44748127,0.15336467,0.026868464,-0.06291589,-0.06991761,0.035183925,-0.46424097,0.0618729,-0.05706675,-0.021804826,0.0710009,0.12761597,0.3442298,0.075537026,-0.022296444,-0.017388951,0.12326588,0.10431343,-0.06738514,0.038173493,-0.00828518,-0.38432434,0.26358342,-0.45134208,0.06698452,-0.10774416,-0.08716464,0.09593341,0.026458401,-0.0100426795,-0.030569237,0.122941405,-0.39973608,0.04413893,0.006512399,-0.032158926,0.01772461,0.08309755,-0.085298166,-0.011372708,0.010574041,0.022133851,-0.00096334144,-0.03581146,0.32855117,1.0,0.48750252,-0.45496938,-0.27872455,-0.038240343,-0.09781353,0.09827181,0.03748839,0.020655818,0.05099695,-0.04633545,0.009296717,0.31242487,-0.01959342,-0.018114109,0.0074770935,-0.106124416,0.03138887,-0.014544636,0.05325684,0.0039694663,0.33190072,0.38575968
SLC5A8,0.06623613,0.059590187,-0.09304786,0.114575624,0.4295143,-0.12252672,0.06987267,-0.0074845143,0.1683071,0.32236642,0.19774634,-0.21229963,-0.4358247,-0.13917878,-0.028543565,-0.091036245,0.2688491,0.0016267216,-0.0944174,-0.18711951,-0.049653865,0.4140492,-0.0020691026,0.06338492,0.43393803,0.18941693,-0.032272168,-0.033372313,-0.20416677,0.092777565,-0.45637843,0.003747508,0.024192454,-0.045375913,0.13757056,0.16113825,0.31844333,-0.0058413055,0.011634873,0.10824902,0.19329436,0.22462365,0.0370614,0.012256745,-0.05120173,-0.38119805,0.21662815,-0.37775865,0.21324597,-0.18596333,-0.115320176,0.06068074,0.022908987,0.054126814,0.03036234,0.073996894,-0.31046593,0.04063101,0.10649895,0.01493657,0.10738015,0.042083226,-0.11111583,-0.02442305,0.0864594,0.051599964,-0.03754404,-0.079350576,0.18089972,0.48750252,1.0,-0.4489783,-0.2939693,-0.024121705,-0.12715963,0.10984115,-0.05797758,-0.08548943,-0.03691652,0.1132727,-0.062474478,0.2728431,-0.046725407,-0.054584645,0.021960314,-0.05011134,0.040495664,0.038625892,0.013236217,-0.036894996,0.26326036,0.34439424
SPATA25,-0.02027588,0.009124607,0.047715753,0.07129417,-0.54604536,0.010940574,0.06255019,0.06582112,-0.05987554,-0.4404552,-0.092391744,-0.00991502,0.6847927,-0.056211952,-0.06939306,-0.01657655,-0.43731433,-0.033389118,0.1023909,-0.047903467,-0.0067040557,-0.5192362,0.13715893,-0.017167732,-0.52428806,0.018410224,0.104047656,0.0065231156,-0.057115447,0.032458566,0.6623996,-0.016095547,-0.036904894,0.111161515,-0.095576145,0.055481236,-0.44856477,-0.04622156,-0.09473603,-0.088414624,0.010206981,0.03112926,0.012624696,-0.03505898,-0.048976813,0.5439415,-0.4845704,0.66084504,0.048933405,-0.07615952,-0.012608632,0.0039768564,0.14703372,-0.025607975,0.034197927,0.06720936,0.5717063,-0.011347083,-0.06993742,-0.0055293217,-0.12216551,0.00233135,0.07917289,-0.042288925,-0.08399447,-0.031540275,0.0066491235,0.048439186,-0.5228558,-0.45496938,-0.4489783,1.0,0.4472911,-0.041549638,-0.019283958,0.019702796,0.054924812,0.046730936,-0.039949484,-0.017471254,0.015958395,-0.44620293,0.033569902,0.0767452,0.099154174,0.05569382,-0.00713316,0.014160078,-0.030983489,0.071011946,-0.53605086,-0.43957853
SPCS1,0.0745994,-0.05615745,0.03625608,0.04875443,-0.4558553,0.04449847,0.15112408,0.019943519,0.041314818,-0.32652894,0.04138303,0.096082464,0.47633237,0.07358764,0.12583278,0.03282332,-0.29900643,0.13613392,-0.05666655,0.04717736,-0.08931277,-0.3928702,-0.05251875,0.1443186,-0.34436396,0.03884768,0.0785198,0.019184157,0.086350545,-0.07903999,0.4670911,-0.023301542,-0.08994231,-0.05118275,-0.047531806,0.05567785,-0.36918092,0.14854419,0.104180954,-0.04906226,-0.017643228,-0.093418024,-0.097094,0.08150245,0.04382777,0.49606195,-0.33048952,0.48185793,-0.09814661,0.021350972,0.042176556,0.017219372,0.02979421,-0.042208306,-0.1242517,0.062291216,0.54958427,0.063792236,0.04439495,-0.029206378,-0.014627616,0.16005147,-0.04166952,0.021071453,-0.041880287,0.0353375,0.03541223,0.09041047,-0.31024438,-0.27872455,-0.2939693,0.4472911,1.0,0.099269114,0.0007279739,0.051352315,0.075307876,0.07196966,0.16333877,-0.21468654,0.06919108,-0.2830095,-0.039507456,-0.00019833446,0.03836731,-0.030813014,0.1971944,0.06721472,0.10860498,0.15351218,-0.29536,-0.36378056
SPEG,-0.010256066,-0.008851502,-0.27072775,-0.117336884,-0.061536286,0.06799103,-0.048153926,-0.42429456,0.36287123,0.015096341,0.43296805,0.04232195,-0.008512468,0.0058702566,-0.030610409,0.14707574,0.0152001325,-0.083930485,-0.27119792,-0.0226193,0.016946545,-0.022790696,-0.01787602,0.042277377,-0.015357608,0.03842025,-0.3706824,0.122448325,0.011205487,-0.041682284,0.06464469,0.029347762,0.18268082,-0.26750767,0.38643232,-0.15150785,0.015067732,0.07412565,0.43956646,0.08741185,-0.03901149,-0.005722493,0.11428538,0.039049838,0.04635184,0.0012731794,0.027317058,0.07349573,-0.03262958,-0.05786025,-0.008507535,-0.056704655,-0.38132638,0.2624019,0.049487375,-0.051279742,0.13317457,-0.07067644,0.43913096,0.10003979,0.49812502,0.03594976,0.09911267,0.2875963,0.53286076,-0.0186411,0.10061822,-0.31076422,0.012066307,-0.038240343,-0.024121705,-0.041549638,0.099269114,1.0,0.22719958,0.032728314,-0.3734544,-0.4815678,0.034339063,0.021814946,-0.21149607,-0.021441579,-0.011208579,-0.103144094,-0.39650494,0.12878546,-0.025478978,-0.015076041,-0.030100845,-0.0047332468,0.12313918,-0.07071608
SPO11,-0.008943674,-0.07661976,0.034544304,-0.46204123,-0.04198378,-0.14909834,0.038922388,-0.04738701,0.031947043,-0.11043859,0.0053445874,-0.03575767,0.011591038,-0.036531143,-0.03194247,0.4272281,-0.07278289,-0.05582782,0.034932557,-0.060223985,0.057250112,0.056309532,-0.021478008,-0.100087225,0.025582116,-0.044572927,-0.077295884,0.45055377,-0.005642282,-0.035472818,0.034234107,-0.03169394,0.049509402,-0.010585915,0.0056740306,-0.43389764,0.018164556,-0.115978025,0.0033568703,0.08893125,0.11147168,-0.05089508,0.059071995,-0.0255807,0.2463316,0.054591708,0.040301282,0.0061320476,-0.15098941,-0.048846573,-0.11623627,0.12889005,-0.095368326,0.06858632,0.02744256,-0.4634069,0.044163216,-0.06150549,0.07495491,0.06696554,0.09722238,0.012100534,0.32715833,0.027890254,0.050814867,-0.07908535,-0.052179776,0.028160818,0.04415627,-0.09781353,-0.12715963,-0.019283958,0.0007279739,0.22719958,1.0,-0.07175372,-0.03422904,-0.03543731,-0.048239622,0.078081235,-0.07481047,-0.060377024,-0.023006018,-0.026524166,-0.070838355,0.17064404,0.0054043448,-0.06858266,-0.013016185,-0.037916612,0.0027104933,-0.04483407
SRPK2,0.3707087,-0.45819563,-0.045187123,0.21828079,0.0050562983,-0.07599854,0.368328,-0.03259049,0.046993107,0.08045927,0.20708807,0.004959859,-0.011817829,-0.16023013,0.31637064,0.015443669,0.007825281,0.5191529,-0.02916512,0.087059766,-0.51171815,-0.0012914878,0.2879578,0.32788092,0.14290103,0.25722304,-0.07041606,-0.0456184,-0.17413872,0.110262126,-0.082102045,-0.051237993,-0.45764634,0.009915382,0.20001256,0.21337059,0.12800893,0.04640523,0.13801065,-0.073098734,0.23605593,0.13605128,-0.48111838,0.34052607,-0.12101965,0.007746201,0.014201975,0.014019802,0.11292778,-0.16542475,-0.09357872,0.003523467,0.10493666,-0.2052738,-0.15442498,0.08586592,-0.06634849,-0.11148538,0.15370141,-0.31853932,0.00812307,0.48726806,-0.16555421,-0.21840705,0.04177673,0.40707046,0.23414724,-0.27660328,-0.039542504,0.09827181,0.10984115,0.019702796,0.051352315,0.032728314,-0.07175372,1.0,-0.11483938,-0.12176226,0.47362682,-0.4654556,0.30299628,0.006378661,-0.04950239,0.34798706,-0.053220544,-0.33238506,0.42211747,0.38821512,0.49967635,0.54943377,0.024601344,-0.1663475
STK38,0.0768001,-0.014910605,0.42549336,0.04910835,-0.018356198,-0.018614992,0.17372778,0.5279405,-0.4677823,-0.080118455,-0.44597286,0.12396852,0.016542234,0.120203376,0.31161085,-0.044329733,-0.030219918,0.06109887,0.41916296,0.09184389,0.13305224,0.0019017109,0.12857696,0.04725648,-0.021947207,0.012192734,0.49848816,-0.04723042,0.18585369,0.04151366,0.050814256,-0.079664506,-0.11088069,0.27549314,-0.41406423,0.092165515,0.023787964,0.041196525,-0.40611777,0.17619592,0.075798444,-0.17124607,-0.14156535,0.053150475,0.0090545695,0.104271516,-0.068899125,-0.022927798,-0.17529279,0.24505079,0.14753705,0.0928721,0.3498105,-0.31991968,-0.12597016,0.0039712046,0.0405375,-0.057928137,-0.48272792,-0.03829462,-0.4211892,0.06603413,0.03510375,-0.32035485,-0.45958436,0.07121547,-0.25321928,0.45524278,0.036651246,0.03748839,-0.05797758,0.054924812,0.075307876,-0.3734544,-0.03422904,-0.11483938,1.0,0.7227135,0.1007656,-0.09918584,0.29104388,-0.07280204,0.12982552,0.07536033,0.50924283,-0.058457773,0.1780318,0.09414493,0.06351372,-0.00871082,-0.11634551,0.118311964
STK38L,0.07032275,0.0058544874,0.54333687,0.017820677,-0.056613956,0.0062246453,0.19811709,0.65556735,-0.415332,-0.07734556,-0.457267,0.15942645,0.023798969,0.07491718,0.23571807,-0.015684396,0.0785956,0.05137524,0.39684486,0.11752663,0.12135567,0.014071726,0.0040244367,0.06750776,-0.01907073,-0.010285584,0.48725027,-0.0021306425,0.16129509,0.06641863,0.06797193,0.041222047,-0.120225415,0.3061434,-0.4789638,0.090710685,0.012529299,-0.024144214,-0.509416,0.052889753,-0.024391238,-0.18030465,-0.116100386,0.03568591,-0.010649089,0.09090513,-0.07320516,-0.035543215,-0.13985454,0.26566777,0.09345986,0.11216935,0.5072029,-0.32804763,-0.11197502,0.0062576598,-0.0065475516,0.11669148,-0.45636985,-0.08309598,-0.47597748,0.07285173,-0.026703453,-0.26850832,-0.4894629,-0.0048562493,-0.10558736,0.534572,0.040766638,0.020655818,-0.08548943,0.046730936,0.07196966,-0.4815678,-0.03543731,-0.12176226,0.7227135,1.0,0.040104862,-0.045262884,0.34935075,-0.039122127,0.053058274,0.062037542,0.6244836,-0.053802125,0.14102,0.07270713,0.08239056,-0.0581463,-0.10480783,0.124382764
STYK1,0.552262,-0.26578343,0.03633305,0.10052444,-0.05195884,0.047377337,0.48741245,0.07170602,0.054576002,0.1315062,0.0864475,0.2693928,-0.019115373,0.046658766,0.64653,0.11470395,0.050051823,0.639364,0.02545299,0.25259465,-0.29771388,-0.0934895,0.027163813,0.63433856,0.017959664,-0.00089689717,-0.0010445546,0.0048792716,0.14324658,0.14033736,-0.020785391,-0.025205802,-0.42322555,-0.14941232,0.072880894,0.05864535,0.12282863,0.014060024,0.24019082,-0.066395134,-0.083135255,-0.17940636,-0.61262584,0.7442274,0.021215962,0.016496457,-0.009849027,0.05577962,-0.20667046,0.13853315,0.23279166,0.017938294,0.030388601,-0.22138903,-0.2982086,0.018692512,-0.005464091,0.08232261,0.0812817,-0.39869335,-0.021905433,0.6880687,-0.106560886,-0.2799592,-0.017752707,0.4149683,0.18624383,-0.052232064,0.011082735,0.05099695,-0.03691652,-0.039949484,0.16333877,0.034339063,-0.048239622,0.47362682,0.1007656,0.040104862,1.0,-0.6282277,0.432903,0.025439018,-0.16975403,0.33662486,0.07674163,-0.47097102,0.6797878,0.43708473,0.721575,0.5467978,0.105669975,-0.11450065
SUN2,-0.40950215,0.35147107,0.020445555,-0.145708,0.056673296,0.12667897,-0.36693084,-0.007853866,0.14072224,-0.061180905,-0.051475495,-0.19157118,0.03928726,0.031652607,-0.45903635,0.026628742,0.008241313,-0.525203,0.024908114,-0.22230747,0.42772055,0.11053725,-0.14035504,-0.50275433,-0.014855493,-0.15205538,-0.10503502,0.06179689,-0.09656798,0.14220838,0.0018984247,0.15568243,0.5776646,7.405877e-05,0.035469525,-0.12642217,-0.06583272,-0.25286722,-0.13981625,0.24422608,0.09648758,0.234553,0.62845075,-0.4735645,0.036006052,-0.028376184,0.012678333,-0.038917646,0.2715906,-0.0152818225,-0.13618068,-0.07640782,-0.056713928,0.3005999,0.3663814,-0.048945274,-0.004329717,0.026918303,-0.01602516,0.24666324,0.08050586,-0.58515424,0.12712415,0.11779852,0.08769097,-0.38238412,-0.22185849,0.049866244,0.014931358,-0.04633545,0.1132727,-0.017471254,-0.21468654,0.021814946,0.078081235,-0.4654556,-0.09918584,-0.045262884,-0.6282277,1.0,-0.2952695,0.020496864,0.013838165,-0.2983391,-0.0752468,0.45969185,-0.58510983,-0.2791647,-0.5492599,-0.45740822,-0.015916219,0.15683357
SYAP1,0.2978967,-0.22663225,0.47242525,0.07906586,0.005942447,0.16130194,0.34082133,0.3790558,-0.2993111,-0.00043690577,-0.28332752,0.28057134,-0.010093825,0.11958918,0.45517996,0.01407568,0.023006275,0.41736895,0.28175506,0.447235,-0.18065907,-0.026305199,0.1541039,0.32072324,0.014376847,-0.15026769,0.26913238,0.03514337,0.15389562,0.066416204,0.0068674684,-0.06745973,-0.26363686,0.09724037,-0.30554134,0.04004642,0.14152169,0.023811504,-0.112860575,-0.07681564,-0.035573892,-0.20519441,-0.3733322,0.38603985,0.005556345,-0.00025991118,0.110626556,0.0044536693,-0.20559256,0.22966692,0.23713836,-0.014166444,0.43050486,-0.4706351,-0.17459856,-0.037873343,-0.09609512,-0.04711686,-0.16912416,-0.21152368,-0.28740865,0.33557963,-0.017816586,-0.4017252,-0.3801368,0.28505766,0.05774941,0.29061326,0.11292088,0.009296717,-0.062474478,0.015958395,0.06919108,-0.21149607,-0.07481047,0.30299628,0.29104388,0.34935075,0.432903,-0.2952695,1.0,0.086607054,-0.02215271,0.28604376,0.47470725,-0.14952773,0.33589858,0.28876168,0.34484062,0.23157975,0.12207982,-0.06356013
TEF,-0.015457196,0.056929372,0.037312258,0.08196927,0.40176976,0.0075476,0.043494035,0.0066739805,0.017345041,0.37881082,-0.05391278,-0.023335863,-0.4625805,-0.026738606,-0.0373947,-0.04054291,0.3739305,0.03054459,0.008839119,0.03254801,-0.01956018,0.44348842,0.03429018,0.03503483,0.37461552,0.021044219,-0.04168173,-0.047602527,-0.028657893,0.013527632,-0.44503498,0.08872166,-0.053585853,0.01339965,-0.031594288,0.05276674,0.35802904,0.03224066,0.06901027,-0.20615098,-0.008834094,0.022497226,-0.0016316483,0.05918947,-0.010179987,-0.37430555,0.3297594,-0.43894526,0.019451618,-0.03834151,0.07593409,0.02721315,0.0028648907,-0.08742247,0.13460836,0.06572963,-0.37503785,0.105475694,-0.03222979,0.0009067897,-0.077496395,-0.025304733,0.0073307753,0.01892516,-0.062201247,-0.015327662,0.19714977,0.013372082,0.28229237,0.31242487,0.2728431,-0.44620293,-0.2830095,-0.021441579,-0.060377024,0.006378661,-0.07280204,-0.039122127,0.025439018,0.020496864,0.086607054,1.0,-0.108765185,0.06162483,-0.021729723,0.02767013,0.06136262,0.06397505,0.07212494,0.026321255,0.33176368,0.3149274
TFAP2A,-0.02908896,0.019355483,-0.016621752,-0.011531904,0.022804454,-0.020387042,-0.01038354,-0.0723346,-0.16236283,-0.094943956,-0.10439524,-0.03844256,-0.0038599134,-0.07412999,-0.04746992,-0.028816698,-0.15071583,-0.024909377,-0.060898997,-0.012003409,0.16550353,0.044905383,0.15980893,-0.017487485,-0.030559773,-0.0031502852,0.19087046,-0.0046850666,0.019445723,-0.068950936,0.001507381,-0.46553653,0.0811089,0.14946093,-0.045374103,-0.0035984744,0.03844628,0.036863957,-0.14578131,0.18576899,0.17025399,-0.07467963,0.016005544,-0.18292852,-0.051608827,-0.08818303,0.053151313,-0.100295335,-0.03580673,0.06587936,-0.03549412,-0.005626548,0.08102689,0.030747704,-0.17093474,0.03781061,-0.0135499155,-0.27521926,-0.015615376,-0.040926576,0.021584965,0.050510645,0.0037950128,-0.017317332,-0.082954146,0.100733675,-0.3528946,0.09240143,0.10000649,-0.01959342,-0.046725407,0.033569902,-0.039507456,-0.011208579,-0.023006018,-0.04950239,0.12982552,0.053058274,-0.16975403,0.013838165,-0.02215271,-0.108765185,1.0,0.065978564,0.097380295,-0.09841836,-0.06991871,-0.1155368,-0.13644491,-0.16686663,0.047376636,0.19336675
TMED8,0.33940318,-0.2633763,0.11152018,0.0141633,0.026799373,0.001783201,0.38626635,0.046954438,-0.17202552,0.023990547,-0.13279621,0.14054291,0.09620023,-0.000546705,0.23065521,0.003376376,-0.040058523,0.4150524,0.12283571,0.21587308,-0.2367545,-0.007601667,0.27791095,0.30219156,0.018906362,-0.06275676,0.16799784,-0.012712781,0.07061303,-0.035593532,-0.010564084,-0.18750614,-0.3732893,0.08812577,-0.13273412,-0.017184734,0.10627863,0.05564533,-0.083382905,-0.11277831,0.04555636,-0.17485897,-0.48029917,0.3320371,0.036557753,0.038247585,-0.048456546,0.09107353,-0.19869083,0.038128033,0.10931851,-0.082740754,0.09566302,-0.3050395,-0.14263943,-0.04744237,0.016412772,-0.19212207,-0.0019015074,-0.2264794,-0.15191263,0.30838826,0.088216886,-0.31316996,-0.13655853,0.35179317,0.10887764,0.0141094,-0.07718179,-0.018114109,-0.054584645,0.0767452,-0.00019833446,-0.103144094,-0.026524166,0.34798706,0.07536033,0.062037542,0.33662486,-0.2983391,0.28604376,0.06162483,0.065978564,1.0,0.10850364,-0.30650997,0.32731754,0.35874215,0.4221495,0.38825595,-0.063365884,-0.052163757
TMEM179B,0.14017576,0.047633898,0.6003544,0.027407715,-0.010193259,0.00089691766,0.23133592,0.5347786,-0.36941573,-0.06391137,-0.39343613,0.19072676,0.080896534,0.12983325,0.23565057,-0.0020747408,0.02872764,0.079169706,0.36611295,0.24628451,0.10643217,0.02685281,-0.0034519471,0.1212478,0.010962644,-0.113176726,0.51854277,0.017074162,0.19361818,0.09729846,0.088757984,-0.05625155,-0.15516476,0.17014119,-0.47838286,0.024479616,0.04034888,-0.015807424,-0.32422715,0.011474265,0.03444881,-0.15837047,-0.14327446,0.12047338,0.016152011,0.03719026,-0.009095792,0.020495612,-0.15544802,0.2353164,0.124843545,0.12082438,0.56276715,-0.45645717,-0.060484916,0.011174202,0.02170575,0.11522667,-0.30253404,-0.064247146,-0.35563758,0.09382571,0.03931233,-0.29930094,-0.49298474,0.09111677,-0.051804177,0.59094834,0.030041926,0.0074770935,0.021960314,0.099154174,0.03836731,-0.39650494,-0.070838355,-0.053220544,0.50924283,0.6244836,0.07674163,-0.0752468,0.47470725,-0.021729723,0.097380295,0.10850364,1.0,-0.050556984,0.12842962,0.1200488,0.08555502,-0.03720813,-0.03976605,0.15034463
TMPO,-0.479119,0.10184076,-0.022697229,-0.046114624,-0.03747169,0.03547723,-0.40466344,-0.08177015,0.023690749,-0.081411466,-0.096614465,-0.13469267,0.08169998,0.015752183,-0.34951767,-0.017331554,-0.005126875,-0.40952212,-0.005689472,-0.03867355,0.23973134,0.04427153,0.014714967,-0.49421862,-0.05707862,-0.01923621,-0.034343865,0.015830025,-0.11810033,-0.19648904,0.111806296,0.09349722,0.51090145,-0.06445575,0.0024504848,-0.09048692,-0.08158948,0.1178707,-0.002672445,0.07344563,0.115887545,0.18459643,0.61336637,-0.42095327,-0.020763118,-0.0005812235,0.060346186,0.04294028,0.20411164,-0.055879325,-0.12320735,-0.0013800263,0.022580482,0.19086038,0.37577245,-0.017120263,0.03502464,-0.030278321,-0.0792581,0.59834576,0.010885749,-0.5747071,0.09539455,0.2539961,0.022060769,-0.34898663,-0.12104889,0.052970883,0.02609767,-0.106124416,-0.05011134,0.05569382,-0.030813014,0.12878546,0.17064404,-0.33238506,-0.058457773,-0.053802125,-0.47097102,0.45969185,-0.14952773,0.02767013,-0.09841836,-0.30650997,-0.050556984,1.0,-0.48113862,-0.31305,-0.48154563,-0.3992774,-0.056456655,-0.009582974
TMX4,0.520602,-0.2676649,0.10720654,0.09197934,-0.07195629,-0.08558077,0.54030716,0.15318619,-0.04407892,0.0662816,0.045131113,0.19338042,-0.0377713,-0.099140234,0.4854958,0.086737484,0.026878182,0.53135544,0.014082618,0.18390016,-0.31004798,-0.006645113,0.07178368,0.59903514,0.04703337,0.06754632,0.07728824,0.007447049,0.08825095,0.13984948,-0.0019742032,-0.07807497,-0.43723217,-0.057489116,-0.07076939,0.09723218,0.15806773,-0.008071072,0.060797922,-0.089060865,-0.046892177,-0.20538388,-0.4902361,0.63170624,0.07482385,0.05415936,0.049498852,0.0349019,-0.22514546,0.06590207,0.17200597,0.088114545,0.075479314,-0.26370314,-0.28038737,0.019495863,0.04718049,0.019687707,0.062123034,-0.41750428,-0.0975336,0.6646816,-0.052840892,-0.21842839,-0.082620695,0.38781303,0.1497237,-0.016785257,-0.016770042,0.03138887,0.040495664,-0.00713316,0.1971944,-0.025478978,0.0054043448,0.42211747,0.1780318,0.14102,0.6797878,-0.58510983,0.33589858,0.06136262,-0.06991871,0.32731754,0.12842962,-0.48113862,1.0,0.36965394,0.6522272,0.48411426,0.02776923,-0.070451885
TOR1A,0.34726477,-0.115640804,0.07603588,0.071998216,-0.045941584,-0.12399181,0.22322609,0.093843855,-0.11283459,0.025062524,-0.018283848,0.070920825,0.0065812827,-0.026199259,0.24246801,0.03648535,0.03731686,0.40382653,0.16596162,0.13760577,-0.20965144,0.0007906398,0.09715593,0.354485,0.00057577156,0.09323679,0.018129192,-0.122080564,0.05560472,0.058797657,-0.08123192,0.072319046,-0.32552484,-0.027103666,-0.0062181978,0.10392199,0.042908564,-0.04658238,0.07340662,-0.18045722,0.066269405,-0.016402798,-0.47194085,0.39479375,0.008045027,0.020720115,-0.051714484,0.06402512,-0.08153206,-0.060317088,-0.02670281,0.08580172,0.11165382,-0.30001172,0.0067449566,0.021540742,-0.040312685,0.050283667,-0.040907614,-0.2625628,-0.16210654,0.40500304,-0.12999877,-0.27293512,-0.090039134,0.43490422,0.24621783,-0.023844738,-0.055253316,-0.014544636,0.038625892,0.014160078,0.06721472,-0.015076041,-0.06858266,0.38821512,0.09414493,0.07270713,0.43708473,-0.2791647,0.28876168,0.06397505,-0.1155368,0.35874215,0.1200488,-0.31305,0.36965394,1.0,0.4969528,0.5324271,0.022638911,-0.047545053
TOR1AIP2,0.4823953,-0.1549924,0.053360842,0.06438462,-0.054411564,-0.093900055,0.5164621,0.11795372,0.0030144304,0.08059606,0.05849491,0.12928009,-0.028763259,-0.13919792,0.40700856,0.09644306,0.07890649,0.5953653,0.032689158,0.12300818,-0.30535227,-0.056686886,0.05345238,0.6721117,0.028360385,0.11483265,0.037054732,-0.022408936,-0.00071103126,0.1857791,-0.09050324,0.05434922,-0.46579307,-0.025893977,-0.009868478,0.11108136,0.041791387,-0.03328444,0.111333504,-0.15371646,-0.02953281,-0.057157196,-0.6551004,0.7371293,0.07397035,-0.004578661,-0.049364503,0.07361887,-0.110274166,-0.012182954,0.13664548,0.052795768,0.031351414,-0.29720962,-0.15398954,-0.020662095,-0.030096557,0.07885954,0.06891776,-0.42344502,-0.10246726,0.731717,-0.12674846,-0.2433672,-0.081734,0.57481337,0.3273104,-0.06881321,-0.040651582,0.05325684,0.013236217,-0.030983489,0.10860498,-0.030100845,-0.013016185,0.49967635,0.06351372,0.08239056,0.721575,-0.5492599,0.34484062,0.07212494,-0.13644491,0.4221495,0.08555502,-0.48154563,0.6522272,0.4969528,1.0,0.63732606,0.06509075,0.012576699
TOR1B,0.3499503,-0.26047492,-0.067962855,0.12588438,-0.11166456,-0.18345754,0.41352803,-0.029005237,-0.016123027,0.015481337,0.08076267,-0.019503739,0.09276581,-0.123895764,0.18949847,0.063446365,-0.073644176,0.5308107,0.09797158,0.039845128,-0.44994295,-0.07960336,0.1825053,0.48889136,-0.014588529,0.17401665,-0.05734774,0.01181717,-0.085825235,0.16677842,-0.0009587556,0.033755433,-0.4499467,-0.055634137,0.0946889,0.14400797,0.036952935,-0.0059866793,0.099559315,-0.15503836,0.082176976,0.049445987,-0.5875073,0.51466525,0.044577338,0.100450754,-0.13404812,0.1424681,-0.03017632,-0.24650173,-0.065784104,0.10085009,-0.007450834,-0.35286033,-0.020956606,0.061717484,0.017591143,-0.060945947,0.08571645,-0.39426863,-0.005712725,0.5392839,-0.08063246,-0.2577155,-0.03909925,0.51881146,0.26554748,-0.13710596,-0.15930966,0.0039694663,-0.036894996,0.071011946,0.15351218,-0.0047332468,-0.037916612,0.54943377,-0.00871082,-0.0581463,0.5467978,-0.45740822,0.23157975,0.026321255,-0.16686663,0.38825595,-0.03720813,-0.3992774,0.48411426,0.5324271,0.63732606,1.0,-0.030054953,-0.13916633
