,ACOT6,ACP4,ADAM15,ADAMTS19,ADPRS,ALDH7A1,ARIH1,BARX2,BIRC6,CARD8,CDC42SE2,CDK11A,CERS2,CFD,CHD8,CHRFAM7A,CHSY3,CKM,CKS2,CNOT3,CSNK1G3,CYP2A7,DAD1,DDX41,DHX38,DLEC1,DMTF1,DUSP1,DYNLL1,EIF4A3,ELOA,ETF1,FFAR3,FOLR1,FOXJ3,FPR3,FURIN,GPR176,GPR4,GRK2,GRK5,GSK3A,GSPT1,GTF2B,GUCY1A1,HSPA2,HYOU1,IKZF4,INPPL1,KCNAB1,LZTR1,MAP2K1,MAP2K7,MAP3K6,MBD1,MKNK2,MKRN1,MPP4,NAE1,NANP,NCS1,NFKBIB,NFRKB,NFYA,NFYC,NXF1,PCSK7,PCYT1A,PDCL,PDE6H,PKIB,PKMYT1,POLR2G,POU6F2,PPFIA1,PPIC,PPP1CB,PPP2R1A,PRDM10,PTBP1,PUS3,REV3L,SAE1,SCN8A,SEC16A,SLC17A7,SRD5A1,SSBP2,STT3A,TCIRG1,THAP11,TRIM48,VCP,XAB2,YARS1,ZNF302,ZNF467
CYP2A7,0.31278375,0.6356387,0.43392393,0.6184553,-0.22651054,0.596869,0.3488512,-0.37774897,-0.2811947,-0.61451936,0.59100795,0.53746504,0.33254492,0.26045012,0.57673717,0.23675694,0.5763963,-0.4899583,0.01349714,-0.60595554,0.6886387,1.0,-0.20806026,0.49445358,0.50103116,0.47520393,0.34141606,0.2828823,-0.36065573,0.2617759,-0.3901651,-0.124409996,-0.57964313,0.38878527,0.2647862,-0.66975415,-0.30499926,0.31362143,-0.6235674,0.27723992,-0.10071132,-0.635251,-0.10383818,0.14904825,0.24114008,-0.25852472,-0.26221353,0.5066031,0.34680635,-0.37035584,-0.39491865,0.62361556,-0.41121912,-0.16973485,-0.32404393,0.20438027,-0.23979971,-0.0004585646,0.39037102,0.26074868,-0.45873374,-0.6346225,-0.21803774,0.18699838,0.005454016,0.3334637,-0.10008801,-0.12264065,-0.1973209,-0.08870567,0.53769344,0.0338953,0.35859907,0.35612717,0.31814173,0.5351163,0.48072708,0.12383915,-0.33231333,0.23776583,-0.32163182,0.05962304,-0.36243865,0.70214605,-0.05754301,0.65246433,-0.31752336,0.3181713,-0.26389042,0.35425588,-0.1921433,0.610303,0.4267058,0.43056956,-0.2077712,-0.6719808,-0.29060674
DAD1,0.030780628,-0.3181135,-0.39450315,-0.06937676,0.4051594,-0.24496081,-0.375942,0.44690573,0.3889589,0.23680148,-0.22064485,-0.32282037,-0.44992593,-0.5538951,-0.20758116,-0.48858404,-0.1147556,0.18639807,0.21599506,0.19077864,-0.0058899126,-0.20806026,1.0,-0.37188515,-0.366545,-0.33209252,-0.3667299,-0.3916086,0.34896985,0.028857771,0.38419962,0.46455598,0.18283652,-0.5040667,-0.3646618,0.19536197,0.41119307,-0.50213766,0.29564935,-0.6299297,-0.07657416,0.25558028,0.51844156,-0.43332812,-0.43149495,0.04509674,0.6316944,-0.33179826,-0.46506062,0.045585707,0.3530129,-0.27197164,0.5499458,0.34447348,0.316923,-0.394527,-0.063201986,0.15950623,-0.40930238,-0.5209857,0.2834777,0.05740861,0.36283305,-0.34343863,-0.33309203,0.03056582,0.34777546,0.32681006,0.3818049,0.5641451,-0.24141157,0.43047398,-0.021831583,-0.3241906,-0.5332086,-0.12226215,-0.030381558,-0.1696636,0.5699552,-0.43641636,0.5365853,-0.43127456,0.38210025,-0.20928696,0.5314031,-0.119020976,-0.11024925,-0.08079684,0.58907837,-0.505334,0.42027244,-0.31932995,-0.025500918,-0.02539276,0.5091137,0.29243773,-0.065285936
DDX41,0.17724325,0.47004265,0.5877888,0.32633102,-0.33600217,0.4743565,0.46956265,-0.62004936,-0.37527978,-0.43382564,0.44959393,0.56562245,0.3790108,0.31006002,0.34774694,0.39889082,0.34832314,-0.44949082,-0.18120149,-0.37819812,0.22726442,0.49445358,-0.37188515,1.0,0.7874247,0.480189,0.42734468,0.27687055,-0.42947984,0.115528256,-0.42322224,-0.13625245,-0.37879416,0.4415252,0.2895235,-0.4213607,-0.3192613,0.4638303,-0.4997561,0.4563567,-0.017131887,-0.37550008,-0.27054128,0.32332173,0.26332954,-0.10030231,-0.423102,0.43975446,0.4387272,-0.105683595,-0.47661817,0.37855276,-0.41682214,-0.09753659,-0.5003739,0.29069677,-0.16687833,0.033269607,0.43310088,0.3438849,-0.36309364,-0.39101875,-0.29764026,0.21526203,0.16132542,0.13954586,-0.3767494,-0.3572321,-0.17556076,-0.13387628,0.3502192,-0.18899348,0.20562032,0.5005383,0.5747508,0.35129696,0.4354741,0.06625369,-0.5380859,0.39031428,-0.4382279,0.2403357,-0.4904684,0.39779064,-0.33388403,0.40966868,-0.11080627,0.38911152,-0.33013335,0.47959286,-0.2899094,0.5333214,0.20596707,0.34442055,-0.37986657,-0.46530586,-0.13290808
DHX38,0.053295545,0.54778653,0.6617803,0.24046852,-0.3664049,0.37667894,0.47437203,-0.62405926,-0.4536317,-0.4221971,0.44781837,0.52603006,0.441759,0.37931186,0.31223002,0.6005688,0.25317347,-0.3739422,-0.20223194,-0.37989792,0.3297139,0.50103116,-0.366545,0.7874247,1.0,0.43910438,0.51528674,0.38624305,-0.5363234,-0.018132167,-0.4682751,-0.22640346,-0.27403325,0.5182736,0.31769362,-0.37449694,-0.35821024,0.516865,-0.43600467,0.49625698,0.09310648,-0.30096933,-0.31964305,0.4004087,0.43144035,-0.027093753,-0.4351577,0.4093004,0.5825397,-0.02482973,-0.45058542,0.3437975,-0.5040447,-0.2577118,-0.43638527,0.34628898,-0.11709079,-0.0060522486,0.41996238,0.4215728,-0.38885877,-0.3570454,-0.3030493,0.12820338,0.1706729,-0.0026522703,-0.32844543,-0.3235066,-0.123114645,-0.24038464,0.43650505,-0.14192817,0.06070947,0.5722472,0.667083,0.38505408,0.37712672,0.022944432,-0.62248385,0.42459086,-0.3668658,0.16430184,-0.47343177,0.40595177,-0.38358375,0.39692318,-0.07847579,0.20839426,-0.32486546,0.59621036,-0.36261794,0.61269975,0.026585683,0.17456631,-0.39247674,-0.46483982,-0.060681097
DLEC1,0.038709745,0.58220714,0.431286,0.4611378,-0.22086664,0.54795545,0.5629269,-0.5219802,-0.38555184,-0.6313376,0.6055683,0.44131953,0.33391225,0.4194236,0.52732414,0.43856138,0.42335308,-0.5821995,-0.33346045,-0.5304583,0.39681673,0.47520393,-0.33209252,0.480189,0.43910438,1.0,0.44732776,0.36511198,-0.40008956,0.059434123,-0.35588133,-0.3653702,-0.56101793,0.48067454,0.36455926,-0.5769223,-0.43099248,0.46380454,-0.6124718,0.50573856,-0.056723434,-0.42063513,-0.40157092,0.14192735,0.09886967,-0.08373192,-0.40745315,0.52155286,0.4496027,-0.15587394,-0.40019384,0.567514,-0.43736753,-0.11058836,-0.4335347,0.4223442,-0.19132428,0.2295956,0.4904733,0.36216584,-0.37034163,-0.4385276,-0.5750152,0.3780761,0.3311008,0.15365286,-0.3236913,-0.49060306,-0.39427024,-0.26975495,0.4679315,-0.35536027,0.112223595,0.41710174,0.38073242,0.530235,0.54540575,-0.22406328,-0.5575434,0.41942134,-0.557699,0.23185185,-0.56708306,0.49869904,-0.33997875,0.48975858,-0.0911866,0.23958369,-0.42986304,0.38172618,-0.3072841,0.49689823,0.12711002,0.16442937,-0.3523558,-0.66087157,-0.19414288
DMTF1,-0.21363531,0.38683948,0.5146351,0.25291008,-0.16831706,0.26249507,0.4960966,-0.47058928,-0.35831508,-0.39050567,0.44532478,0.2517135,0.42727426,0.39969036,0.35225466,0.49807888,0.26086092,-0.3701878,-0.37684336,-0.47603288,0.1605905,0.34141606,-0.3667299,0.42734468,0.51528674,0.44732776,1.0,0.43517277,-0.31131533,-0.3322728,-0.3777007,-0.34935662,-0.32233068,0.4446177,0.31743404,-0.39520812,-0.37532198,0.473255,-0.40999153,0.4316645,0.28664464,-0.41929397,-0.4479597,0.14744164,0.39978412,0.29008102,-0.40947214,0.5387048,0.5116308,0.19758318,-0.61589,0.36578587,-0.5448443,-0.39668778,-0.511794,0.459074,0.06264104,-0.011297181,0.35547724,0.37222478,-0.36010084,-0.31031322,-0.47317863,0.40317282,0.46612576,-0.28320011,-0.38342616,-0.3018703,-0.3609814,-0.34019232,0.445397,-0.3012381,-0.26572615,0.5453851,0.32484218,0.39370024,0.3279932,0.084066436,-0.58998346,0.37154657,-0.45637873,0.3520073,-0.49956954,0.37289387,-0.29907078,0.26098,0.25011685,0.4042526,-0.34776846,0.43875447,-0.340478,0.42674053,-0.24349397,-0.21155132,-0.34257248,-0.4095977,-0.016297914
DUSP1,-0.068770416,0.40427682,0.44391817,0.1415474,-0.4353847,0.16418707,0.5362617,-0.45191112,-0.41509357,-0.28294757,0.2231548,0.27470982,0.45260218,0.6036637,0.32053012,0.4500483,0.11569127,-0.20950572,-0.3017293,-0.19882873,0.1720796,0.2828823,-0.3916086,0.27687055,0.38624305,0.36511198,0.43517277,1.0,-0.43494087,-0.08029297,-0.5596198,-0.5349654,-0.12152016,0.54590094,0.5161778,-0.31335732,-0.51356953,0.46213704,-0.32190114,0.5636459,0.16956513,-0.21577527,-0.55089027,0.41302022,0.41588932,0.029243082,-0.43219566,0.39522955,0.6252798,0.04875008,-0.30851516,0.3258908,-0.6748115,-0.56467026,-0.24981447,0.5155488,0.057658944,0.051097877,0.43116564,0.40869695,-0.40784827,-0.077267595,-0.3561577,0.30960298,0.42694056,-0.10523075,-0.3214013,-0.38323364,-0.37574986,-0.5441265,0.43840048,-0.38682064,-0.119624615,0.3836109,0.43152386,0.47506067,0.24089153,-0.15262699,-0.6172666,0.5364798,-0.4604909,0.40008882,-0.5655426,0.26838198,-0.33560854,0.24299753,0.17481679,0.04751093,-0.29681543,0.4590204,-0.51088285,0.4086167,-0.11987442,-0.07671366,-0.5288522,-0.298962,-0.002817152
DYNLL1,-0.01879281,-0.40393233,-0.42579764,-0.3006501,0.57671297,-0.23448333,-0.24289338,0.35320583,0.6121222,0.26749098,-0.31029537,-0.46913472,-0.43093467,-0.41105825,-0.1725579,-0.35648346,-0.18729231,0.2640517,-0.0010611662,0.24781775,-0.31652805,-0.36065573,0.34896985,-0.42947984,-0.5363234,-0.40008956,-0.31131533,-0.43494087,1.0,-0.0068827625,0.6387466,0.3345299,0.24612422,-0.4598647,-0.30160072,0.33409354,0.4497305,-0.37566668,0.33837914,-0.5509106,-0.02734031,0.25988597,0.38543054,-0.5573102,-0.27176067,0.09612616,0.55799115,-0.30591086,-0.535857,0.042243738,0.28634784,-0.38208088,0.43007764,0.17316487,0.18990462,-0.25366503,0.1442566,-0.00032936223,-0.48169222,-0.42096424,0.47979382,0.20036393,0.22591764,0.00097379275,-0.0658123,0.020455342,0.14572802,0.31452057,0.044855602,0.34435558,-0.47618514,0.23451267,-0.0292409,-0.47635388,-0.65231156,-0.39771426,-0.12771387,0.022734543,0.6075603,-0.6227029,0.32931945,-0.060883567,0.30325323,-0.29867166,0.39149338,-0.33189875,-0.0782196,0.102564916,0.23672609,-0.56074125,0.48484164,-0.4599131,-0.08765237,-0.13324171,0.60789293,0.38961375,-0.04407299
EIF4A3,0.829587,0.11081911,-0.057631258,0.11496754,-0.061803106,0.17481458,-0.07827224,0.036959335,0.024665397,-0.10020239,0.115017414,0.22075404,-0.02955154,-0.042949177,0.12631153,-0.24420823,0.20166895,-0.09740983,0.1932997,-0.14245366,0.23140219,0.2617759,0.028857771,0.115528256,-0.018132167,0.059434123,-0.3322728,-0.08029297,-0.0068827625,1.0,-0.031635817,0.07097983,-0.19035503,-0.041358173,-0.0331242,-0.19629526,0.025053719,0.03999569,-0.12913087,-0.049202643,-0.64792764,-0.17028943,0.12489981,-0.008725504,-0.20156914,-0.7130177,0.026382513,0.026315834,-0.060229443,-0.64234346,0.016383957,0.106052876,0.11251781,0.13353993,0.023638828,-0.13871548,-0.59498173,-0.008247335,0.02216047,-0.07674214,-0.016186662,-0.1557558,0.077849746,-0.07570847,-0.28313565,0.9243352,0.06108462,0.047482517,0.07411084,0.009796679,-0.20905754,0.16250092,0.78998655,-0.13609275,-0.026529122,-0.06952794,0.075921185,0.08143257,0.17231023,-0.058378056,0.05706783,-0.1788107,0.029099109,0.19938123,0.1483751,0.12570754,-0.60905486,0.026176132,-0.012903857,-0.08490107,0.1216405,0.15412024,0.7873946,0.8020619,0.064031355,-0.15437585,-0.55090857
ELOA,-0.077154316,-0.40304062,-0.45183992,-0.27904662,0.6214312,-0.2682974,-0.28853187,0.375936,0.645318,0.4237503,-0.2894335,-0.44829646,-0.512324,-0.4662762,-0.22404802,-0.3617621,-0.26205376,0.24944647,0.18759802,0.36142704,-0.25674325,-0.3901651,0.38419962,-0.42322224,-0.4682751,-0.35588133,-0.3777007,-0.5596198,0.6387466,-0.031635817,1.0,0.44806728,0.29429665,-0.47455367,-0.2754144,0.38105893,0.5420875,-0.435645,0.42200664,-0.5084416,-0.16494441,0.36898074,0.42957443,-0.552573,-0.4658189,0.09732471,0.5242055,-0.38826057,-0.51871175,0.056881238,0.44417986,-0.39471483,0.65746725,0.45111445,0.31263107,-0.31056538,0.11679712,0.062166434,-0.5119349,-0.36639076,0.62391126,0.28016123,0.24850708,-0.24895307,-0.15593892,-0.011191987,0.09704014,0.2822382,0.12179274,0.39598876,-0.59271157,0.22962692,-0.06170697,-0.5188253,-0.63175374,-0.3867782,-0.19152653,-0.03751647,0.6159999,-0.5035649,0.2783558,-0.18724665,0.4183036,-0.4145799,0.2286077,-0.26253617,-0.10579949,-0.084132135,0.15357028,-0.54783005,0.60590595,-0.5620206,-0.1261929,-0.13597722,0.65454435,0.39890975,0.056254618
ETF1,0.18713135,-0.25065908,-0.31421554,-0.0108574135,0.4613872,-0.110020846,-0.4379743,0.36887982,0.41262993,0.28568968,-0.1675136,-0.065215565,-0.40430045,-0.621319,-0.25216123,-0.430198,0.028706592,0.13460298,0.42880765,0.23482735,-0.05996327,-0.124409996,0.46455598,-0.13625245,-0.22640346,-0.3653702,-0.34935662,-0.5349654,0.3345299,0.07097983,0.44806728,1.0,0.20085348,-0.46236846,-0.42155766,0.19026381,0.6740356,-0.472328,0.24068975,-0.5266566,-0.08306231,0.12339616,0.79743344,-0.39280733,-0.33024445,0.076008745,0.4149169,-0.35701042,-0.4921579,-0.035407797,0.1665195,-0.3213115,0.6069099,0.45215687,0.18847592,-0.47174597,-0.013632182,-0.2034319,-0.4941267,-0.40574792,0.31036386,0.06728554,0.33975536,-0.41703033,-0.5390349,0.05312979,0.36486232,0.20331691,0.4751834,0.6864388,-0.35834122,0.43926868,0.21740164,-0.19900866,-0.3130999,-0.2927758,-0.08345638,0.2072009,0.5125588,-0.41101784,0.3522806,-0.46000284,0.49471998,-0.1391847,0.32412574,-0.008688038,-0.19272175,0.14298362,0.3595191,-0.3044722,0.3823837,-0.27395,0.18615401,0.21178173,0.52145475,0.2561922,0.057893746
FFAR3,-0.18973099,-0.55483055,-0.30323583,-0.6239668,0.21359934,-0.57047564,-0.37975532,0.3764584,0.22292757,0.70010483,-0.60265154,-0.5546127,-0.21212569,-0.17071871,-0.5872315,-0.15767819,-0.5254517,0.66422707,0.1246124,0.6478905,-0.5737327,-0.57964313,0.18283652,-0.37879416,-0.27403325,-0.56101793,-0.32233068,-0.12152016,0.24612422,-0.19035503,0.29429665,0.20085348,1.0,-0.2642441,-0.318715,0.7386323,0.33235338,-0.25873286,0.684699,-0.2721933,0.039047882,0.6738276,0.20805757,-0.09189364,-0.051230967,0.10476419,0.26857287,-0.5958872,-0.28187814,0.37127084,0.41504645,-0.688852,0.34015632,0.12712078,0.31069517,-0.106939405,0.24553517,-0.044930287,-0.45384032,-0.20055492,0.4001933,0.69824404,0.3872341,-0.26519015,-0.08219606,-0.2960608,0.19951685,0.28720242,0.32761607,0.08973781,-0.4854496,0.19684336,-0.22265384,-0.24128176,-0.23004371,-0.5062299,-0.4779262,-0.0011554025,0.33245113,-0.18772508,0.34837708,-0.056327444,0.47531387,-0.66330373,0.123556845,-0.526131,0.2733827,-0.25542635,0.32247245,-0.25678298,0.17492145,-0.4518959,-0.31053042,-0.2767375,0.24789974,0.67309225,0.34537864
FOLR1,-0.049824674,0.4126574,0.49990603,0.17793973,-0.3922805,0.40055043,0.57066095,-0.51613206,-0.44196197,-0.46047935,0.46269822,0.32853845,0.60048884,0.56759876,0.29032025,0.5465253,0.19425917,-0.31620058,-0.22159208,-0.3943354,0.20173258,0.38878527,-0.5040667,0.4415252,0.5182736,0.48067454,0.4446177,0.54590094,-0.4598647,-0.041358173,-0.47455367,-0.46236846,-0.2642441,1.0,0.34163502,-0.33859783,-0.46739802,0.49363083,-0.40371493,0.60410607,0.034453627,-0.28536123,-0.47788373,0.34485388,0.45141143,-0.052569628,-0.4967004,0.47727808,0.60826194,0.00068212673,-0.37507862,0.4002736,-0.5854794,-0.36940372,-0.39150184,0.50891906,0.0031060227,0.09746716,0.46035358,0.44831994,-0.38421217,-0.20318638,-0.44902462,0.4199982,0.4461153,-0.013306389,-0.31998637,-0.38842314,-0.45300555,-0.42073178,0.39397016,-0.43882486,0.00840977,0.41774607,0.5293322,0.39233562,0.3178481,-0.13218734,-0.6367573,0.4570327,-0.51581454,0.44952065,-0.45495445,0.35484797,-0.39868352,0.27458277,0.051364373,0.15032887,-0.48739818,0.53548175,-0.422839,0.52706534,-0.025131755,0.018784504,-0.43322226,-0.45139346,-0.03657356
FOXJ3,0.008199991,0.47032195,0.3180468,0.29033577,-0.31506014,0.21889694,0.48429132,-0.451526,-0.2066758,-0.3104686,0.30965996,0.38228872,0.31772673,0.5003421,0.6032444,0.41178828,0.2853426,-0.24664292,-0.31260884,-0.25199628,0.30007708,0.2647862,-0.3646618,0.2895235,0.31769362,0.36455926,0.31743404,0.5161778,-0.30160072,-0.0331242,-0.2754144,-0.42155766,-0.318715,0.34163502,1.0,-0.36307067,-0.5203465,0.49363676,-0.4596918,0.4835562,0.09358637,-0.30363443,-0.49715438,0.32659277,0.2326384,-0.06626466,-0.32373512,0.42037445,0.44810423,-0.036911637,-0.2223208,0.4403732,-0.57254165,-0.4848975,-0.2527915,0.49913016,-0.062859744,0.10650852,0.46009082,0.4739857,-0.34349334,-0.1959118,-0.33467534,0.40449736,0.44775966,-0.021621501,-0.4788033,-0.39135092,-0.47618684,-0.44990265,0.3853818,-0.4392021,-0.011014505,0.19658722,0.3100525,0.368733,0.2633211,-0.081926264,-0.5144291,0.44082206,-0.49951264,0.3528072,-0.61992884,0.3590784,-0.47673914,0.31427845,-0.055808723,0.08352961,-0.42771405,0.2626996,-0.36206856,0.3298574,-0.021934034,0.00041360804,-0.4522149,-0.33358884,-0.074107304
FPR3,-0.19177079,-0.63227755,-0.37356752,-0.64137506,0.18047993,-0.6104268,-0.45081666,0.42348984,0.2615205,0.77021354,-0.67162645,-0.56048924,-0.31350237,-0.22985703,-0.6332257,-0.20098424,-0.615463,0.7405291,0.15103224,0.7465697,-0.6128671,-0.66975415,0.19536197,-0.4213607,-0.37449694,-0.5769223,-0.39520812,-0.31335732,0.33409354,-0.19629526,0.38105893,0.19026381,0.7386323,-0.33859783,-0.36307067,1.0,0.33934832,-0.2605366,0.7407615,-0.27524748,0.03032508,0.6943918,0.21447794,-0.087164335,-0.14800306,0.16841455,0.27412578,-0.56443655,-0.3281465,0.39922336,0.4421309,-0.69571567,0.410785,0.18479362,0.37753263,-0.23721741,0.28533846,0.0069510955,-0.45927843,-0.25615063,0.4284287,0.7074061,0.39061117,-0.2942536,-0.12136572,-0.26447496,0.25664926,0.3119857,0.27873462,0.12125763,-0.5590373,0.1319945,-0.24628383,-0.32437384,-0.27270555,-0.63121223,-0.5609943,-0.023168506,0.420131,-0.31565547,0.4317317,-0.07353833,0.48048648,-0.67010677,0.122447304,-0.60838056,0.2959219,-0.32177705,0.30313835,-0.3214783,0.20450392,-0.5519318,-0.27640042,-0.29273358,0.2152245,0.7334371,0.3674496
FURIN,0.07839823,-0.4356185,-0.37453148,-0.25061244,0.5806172,-0.25598454,-0.40439886,0.46902657,0.42970222,0.37510577,-0.25356147,-0.30234203,-0.4716119,-0.5858758,-0.41941032,-0.34184536,-0.25035167,0.3153288,0.25931165,0.3202761,-0.2817619,-0.30499926,0.41119307,-0.3192613,-0.35821024,-0.43099248,-0.37532198,-0.51356953,0.4497305,0.025053719,0.5420875,0.6740356,0.33235338,-0.46739802,-0.5203465,0.33934832,1.0,-0.45861363,0.4294869,-0.48182824,-0.015518861,0.27391014,0.6695669,-0.3825021,-0.37761933,0.14660013,0.37947077,-0.40432507,-0.48800555,0.13331702,0.25803453,-0.48296258,0.64781225,0.4107172,0.25037473,-0.47888705,0.025683206,-0.102465585,-0.64768934,-0.4473233,0.5026252,0.2851699,0.27225572,-0.32141596,-0.38577473,0.002132864,0.37914374,0.2866598,0.38993204,0.4638185,-0.4971775,0.36266753,0.0728564,-0.21460125,-0.478886,-0.4211668,-0.19671404,0.11535557,0.6098232,-0.47504985,0.34544572,-0.38494685,0.5155983,-0.30282363,0.25332242,-0.29586715,-0.072629206,0.011582572,0.2977317,-0.32000142,0.6061821,-0.49041483,0.016983137,0.038547136,0.5299761,0.38000512,0.053445723
GPR176,0.078043655,0.45160568,0.52643555,0.15240385,-0.40009636,0.31390443,0.49244767,-0.561544,-0.39387137,-0.33441454,0.3228224,0.3370828,0.5357848,0.6245078,0.2696342,0.6047126,0.17371559,-0.21285507,-0.3908634,-0.30551985,0.07452747,0.31362143,-0.50213766,0.4638303,0.516865,0.46380454,0.473255,0.46213704,-0.37566668,0.03999569,-0.435645,-0.472328,-0.25873286,0.49363083,0.49363676,-0.2605366,-0.45861363,1.0,-0.38196564,0.62268776,0.033295736,-0.2965141,-0.52869123,0.39129654,0.41823998,-0.14485678,-0.49653617,0.4800182,0.6200002,0.0071275868,-0.44103286,0.36217323,-0.61053324,-0.5027185,-0.34720415,0.49801677,-0.18489711,0.020303272,0.37887958,0.49978924,-0.39190435,-0.15251617,-0.46592057,0.42122757,0.4308041,0.109224066,-0.39356667,-0.4266076,-0.45811045,-0.53893715,0.28420907,-0.44939494,0.05808635,0.4756628,0.5385347,0.34132215,0.19068292,-0.0013273964,-0.6595681,0.49690473,-0.47752094,0.48733076,-0.57216024,0.3330324,-0.55414045,0.21304004,0.058948994,0.16086678,-0.47692066,0.5189607,-0.4718555,0.46918714,0.10194619,0.10046147,-0.5438075,-0.39418045,-0.19334956
GPR4,-0.16085309,-0.70600164,-0.4695535,-0.61281985,0.2984896,-0.55232,-0.5089965,0.5310037,0.29574245,0.7066124,-0.601027,-0.6334548,-0.3575229,-0.3611758,-0.6692681,-0.29713476,-0.5325314,0.6555571,0.1904668,0.6427372,-0.55852944,-0.6235674,0.29564935,-0.4997561,-0.43600467,-0.6124718,-0.40999153,-0.32190114,0.33837914,-0.12913087,0.42200664,0.24068975,0.684699,-0.40371493,-0.4596918,0.7407615,0.4294869,-0.38196564,1.0,-0.43272722,0.027920675,0.66453177,0.26381484,-0.14354071,-0.19526862,0.1358737,0.3572582,-0.61349595,-0.3904284,0.32390726,0.46886668,-0.6411138,0.53937036,0.25519392,0.4505903,-0.33514383,0.22884105,-0.058308303,-0.4934639,-0.3427944,0.46606454,0.64581907,0.43607622,-0.34596074,-0.22220337,-0.20804343,0.33775875,0.41308463,0.3712893,0.18627022,-0.55444074,0.24273951,-0.20058255,-0.36197978,-0.37979957,-0.5476372,-0.52280253,-0.027579697,0.5280707,-0.3455843,0.45473585,-0.17671682,0.5769834,-0.7033686,0.23222135,-0.5794123,0.222296,-0.3252103,0.35747036,-0.31247574,0.33808565,-0.5763084,-0.2972398,-0.3094508,0.33903268,0.73837554,0.37168553
GRK2,0.03571181,0.50375164,0.60950184,0.16309883,-0.5402558,0.27195984,0.5597461,-0.6230776,-0.5021048,-0.35572252,0.32658252,0.4842469,0.5672562,0.72915417,0.2827314,0.59594405,0.15387589,-0.303966,-0.29120138,-0.24330954,0.14096825,0.27723992,-0.6299297,0.4563567,0.49625698,0.50573856,0.4316645,0.5636459,-0.5509106,-0.049202643,-0.5084416,-0.5266566,-0.2721933,0.60410607,0.4835562,-0.27524748,-0.48182824,0.62268776,-0.43272722,1.0,0.13122872,-0.2862167,-0.5868866,0.54732376,0.37623316,-0.035071813,-0.7227494,0.479164,0.68552977,0.005819226,-0.37153304,0.39703634,-0.669745,-0.45014417,-0.3157925,0.5312457,-0.09144563,0.050858572,0.5102452,0.53683186,-0.38003698,-0.10965984,-0.559265,0.33384046,0.4155867,0.018294925,-0.44531727,-0.5804227,-0.44654462,-0.6420863,0.4217215,-0.5614881,0.028472329,0.49163675,0.6530796,0.3261727,0.22368968,-0.07728332,-0.73053795,0.6188412,-0.62141114,0.48096028,-0.5900647,0.36420074,-0.63382304,0.27735466,0.09376865,0.060783725,-0.61825,0.63545686,-0.5550879,0.48078495,0.045700017,0.08871586,-0.6203095,-0.39796728,-0.01306008
GRK5,-0.5883794,0.029500285,0.12428836,-0.016783632,-0.066383675,-0.13486241,0.15134153,-0.034928955,-0.043052446,-0.075254716,-0.12643108,-0.052827198,0.04481653,0.09716554,0.019904315,0.30356574,-0.11148815,-0.019871667,-0.21392399,-0.0044070836,-0.11760785,-0.10071132,-0.07657416,-0.017131887,0.09310648,-0.056723434,0.28664464,0.16956513,-0.02734031,-0.64792764,-0.16494441,-0.08306231,0.039047882,0.034453627,0.09358637,0.03032508,-0.015518861,0.033295736,0.027920675,0.13122872,1.0,0.01728406,-0.15870352,0.061404895,0.16796675,0.5463735,-0.15214258,0.050561022,0.13314831,0.44541106,-0.1585079,0.038084965,-0.26358745,-0.2654285,-0.033819873,0.12301081,0.4307344,-0.070081756,0.0122657055,0.11430278,-0.1382367,0.0178392,-0.14391707,0.07314662,0.21081595,-0.6742126,-0.106449835,-0.10907871,-0.11878873,-0.08395541,0.309407,-0.11564967,-0.62791437,0.16447896,0.09796042,0.12337563,-0.0016362342,-0.058880724,-0.20431828,0.08814493,-0.14239004,0.13441782,-0.17138089,-0.054533403,-0.1887532,-0.008951973,0.4664861,0.06975847,-0.03273244,0.16596214,-0.19324063,-0.011440429,-0.59868765,-0.58261627,-0.12026344,0.10060754,0.33085242
GSK3A,-0.18311848,-0.5629192,-0.41556865,-0.6606083,0.2018554,-0.5739481,-0.33988133,0.38413376,0.2960576,0.6341729,-0.52124894,-0.5498687,-0.27678955,-0.25931874,-0.5866651,-0.16786227,-0.5651528,0.51515245,0.0918172,0.6437042,-0.54301333,-0.635251,0.25558028,-0.37550008,-0.30096933,-0.42063513,-0.41929397,-0.21577527,0.25988597,-0.17028943,0.36898074,0.12339616,0.6738276,-0.28536123,-0.30363443,0.6943918,0.27391014,-0.2965141,0.66453177,-0.2862167,0.01728406,1.0,0.107114695,-0.07701143,-0.16412951,0.047058746,0.3878886,-0.6047961,-0.28396046,0.37929034,0.49467984,-0.57509553,0.43728784,0.24587967,0.4536495,-0.19990897,0.27744275,0.18107961,-0.33518273,-0.279972,0.3783049,0.62369734,0.38536543,-0.30458012,-0.12081006,-0.20861563,0.28770858,0.28789443,0.28726536,0.16345398,-0.4807107,0.15960653,-0.22059444,-0.35356534,-0.28763354,-0.5323015,-0.31687063,-0.26968306,0.41253886,-0.3083633,0.43355522,-0.16020301,0.4247725,-0.67915684,0.15960595,-0.5292613,0.12289279,-0.38588032,0.36071992,-0.36138794,0.18841028,-0.46960104,-0.3150727,-0.28215384,0.25407407,0.667322,0.3076172
